Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;AsymtomaticCCRDiscovered
2130;66568;4042;152;195;172;86;1162;2202;1990;3906;605;9260;11352;390.0;1702.0;631.0;256.0
2131;66537;4232;121;199;140;96;925;2247;1619;4360;556;9151;11323;390.0;1782.0;405.0;235.0
2132;66315;4186;148;204;175;89;1132;2304;2024;4042;616;9502;11653;389.0;1762.0;537.0;254.0
2133;67639;4197;149;198;124;99;1139;2236;1434;4496;570;9305;11469;397.0;1767.0;447.0;242.0
2134;66185;4091;126;202;144;77;964;2281;1666;3497;549;8408;10518;388.0;1722.0;450.0;217.0
2135;66925;4178;136;182;171;95;1040;2055;1978;4314;584;9387;11539;393.0;1759.0;514.0;265.0
2136;67022;4156;128;176;163;85;979;1988;1885;3860;552;8712;10855;393.0;1750.0;523.0;235.0
2137;67515;4206;135;205;160;82;1032;2315;1851;3724;582;8922;11089;396.0;1771.0;496.0;233.0
2138;67341;4240;116;197;204;85;887;2225;2360;3860;602;9332;11512;395.0;1785.0;347.0;249.0
2139;66652;4163;124;161;157;88;948;1818;1816;3996;530;8578;10722;391.0;1753.0;524.0;238.0
2140;65965;4095;130;204;161;84;994;2304;1862;3815;579;8975;11086;387.0;1724.0;516.0;256.0
2141;66614;4226;142;196;173;95;1086;2213;2001;4314;606;9614;11784;391.0;1779.0;462.0;252.0
2142;68852;4267;125;186;173;100;956;2101;2001;4541;584;9599;11799;404.0;1796.0;530.0;255.0
2143;66760;4174;135;203;144;94;1032;2293;1666;4269;576;9260;11409;392.0;1757.0;512.0;253.0
2144;66961;4108;144;187;169;90;1101;2112;1955;4087;590;9255;11377;393.0;1729.0;555.0;260.0
2145;66244;4226;150;191;163;109;1147;2157;1885;4950;613;10139;12307;389.0;1779.0;612.0;269.0
2146;67164;4112;132;186;160;98;1009;2101;1851;4451;576;9412;11537;394.0;1731.0;504.0;233.0
2147;67466;4183;140;197;161;86;1071;2225;1862;3906;584;9064;11221;396.0;1761.0;500.0;255.0
2148;67105;4180;132;170;161;95;1009;1920;1862;4314;558;9105;11259;394.0;1760.0;440.0;227.0
2149;67925;4185;129;211;152;110;986;2383;1758;4996;602;10123;12283;398.0;1762.0;403.0;242.0
2150;66388;4091;137;184;179;86;1048;2078;2071;3906;586;9103;11214;389.0;1722.0;412.0;250.0
2151;67010;4190;151;193;176;82;1155;2180;2036;3724;602;9095;11252;393.0;1764.0;562.0;264.0
2152;68132;4214;124;198;152;79;948;2236;1758;3588;553;8530;10704;400.0;1774.0;488.0;251.0
2153;66780;4148;141;179;159;91;1078;2021;1839;4133;570;9071;11209;392.0;1746.0;441.0;261.0
2154;67641;4162;138;205;163;98;1055;2315;1885;4451;604;9706;11855;397.0;1752.0;518.0;265.0
2155;66164;4184;123;207;149;93;941;2338;1724;4224;572;9227;11376;388.0;1761.0;518.0;244.0
2156;66738;4152;135;190;143;78;1032;2146;1654;3542;546;8374;10513;391.0;1748.0;572.0;250.0
2157;68362;4300;129;177;152;90;986;1999;1758;4087;548;8830;11041;401.0;1810.0;464.0;229.0
2158;66130;4100;143;191;170;92;1094;2157;1966;4178;596;9395;11509;388.0;1726.0;661.0;257.0
2159;67510;4155;142;175;163;81;1086;1976;1885;3679;561;8626;10771;396.0;1749.0;599.0;257.0
2160;65406;4152;131;192;147;109;1002;2168;1700;4950;579;9820;11952;384.0;1748.0;447.0;249.0
2161;66555;4111;133;188;143;94;1017;2123;1654;4269;558;9063;11184;390.0;1731.0;552.0;229.0
2162;67269;4360;163;196;176;89;1247;2213;2036;4042;624;9538;11769;395.0;1836.0;648.0;272.0
2163;66050;4205;146;177;179;81;1116;1999;2071;3679;583;8865;11022;387.0;1770.0;462.0;265.0
2164;67260;4220;140;188;151;81;1071;2123;1747;3679;560;8620;10791;394.0;1777.0;495.0;249.0
2165;65158;4014;121;179;149;93;925;2021;1724;4224;542;8894;10966;382.0;1690.0;465.0;209.0
2166;67171;4076;120;181;198;102;918;2044;2290;4632;601;9884;11994;394.0;1716.0;446.0;257.0
2167;66944;4135;129;190;167;79;986;2146;1932;3588;565;8652;10786;393.0;1741.0;485.0;246.0
2168;66444;4061;143;188;154;86;1094;2123;1781;3906;571;8904;11004;390.0;1710.0;539.0;246.0
2169;67634;4232;140;210;155;88;1071;2372;1793;3996;593;9232;11411;397.0;1782.0;540.0;261.0
2170;65426;4077;128;208;139;79;979;2349;1608;3588;554;8524;10624;384.0;1716.0;511.0;228.0
2171;67313;4209;147;188;176;114;1124;2123;2036;5177;625;10460;12627;395.0;1772.0;468.0;265.0
2172;66571;4186;123;181;155;100;941;2044;1793;4541;559;9319;11471;390.0;1762.0;485.0;245.0
2173;67639;4225;159;194;148;98;1216;2191;1712;4451;599;9570;11746;397.0;1779.0;642.0;264.0
2174;67120;4154;146;216;165;96;1116;2439;1909;4360;623;9824;11967;394.0;1749.0;471.0;249.0
2175;65457;4120;142;199;155;111;1086;2247;1793;5041;607;10167;12286;384.0;1735.0;508.0;271.0
2176;67145;4267;147;196;179;77;1124;2213;2071;3497;599;8905;11095;394.0;1796.0;606.0;271.0
2177;66990;4224;150;191;154;86;1147;2157;1781;3906;581;8991;11162;393.0;1778.0;595.0;260.0
2178;67655;4264;140;185;192;77;1071;2089;2221;3497;594;8878;11070;397.0;1795.0;478.0;258.0
2179;65871;4130;145;195;186;77;1109;2202;2152;3497;603;8960;11085;386.0;1739.0;486.0;254.0
2180;65987;4137;113;187;144;86;864;2112;1666;3906;530;8548;10677;387.0;1742.0;559.0;230.0
2181;67273;4249;128;188;170;89;979;2123;1966;4042;575;9110;11294;395.0;1789.0;552.0;245.0
2182;65759;4195;115;188;173;101;879;2123;2001;4587;577;9590;11742;386.0;1766.0;409.0;249.0
2183;68036;4352;135;164;170;79;1032;1852;1966;3588;548;8438;10669;399.0;1832.0;501.0;247.0
2184;67024;4176;149;190;165;83;1139;2146;1909;3769;587;8963;11114;393.0;1758.0;569.0;267.0
2185;66430;4137;148;201;161;88;1132;2270;1862;3996;598;9260;11392;390.0;1742.0;593.0;275.0
2186;68291;4204;140;201;156;85;1071;2270;1805;3860;582;9006;11177;401.0;1770.0;556.0;248.0
2187;66564;4191;136;164;144;88;1040;1852;1666;3996;532;8554;10708;390.0;1764.0;613.0;222.0
2188;68963;4293;123;171;183;99;941;1931;2117;4496;576;9485;11696;404.0;1807.0;479.0;257.0
2189;66715;4150;132;173;165;81;1009;1954;1909;3679;551;8551;10689;391.0;1747.0;631.0;260.0
2190;66562;4107;122;172;169;101;933;1942;1955;4587;564;9417;11536;390.0;1729.0;467.0;211.0
2191;68936;4265;146;210;154;93;1116;2372;1781;4224;603;9493;11693;404.0;1796.0;676.0;258.0
2192;66482;4234;123;184;148;92;941;2078;1712;4178;547;8909;11082;390.0;1783.0;491.0;232.0
2193;69588;4393;120;164;155;93;918;1852;1793;4224;532;8787;11044;408.0;1849.0;449.0;242.0
2194;67424;4152;121;178;154;90;925;2010;1781;4087;543;8803;10946;395.0;1748.0;493.0;228.0
2195;67623;4214;155;190;164;111;1185;2146;1897;5041;620;10269;12440;397.0;1774.0;617.0;269.0
2196;69315;4183;134;188;163;95;1025;2123;1885;4314;580;9347;11515;407.0;1761.0;562.0;251.0
2197;66362;4156;137;177;164;107;1048;1999;1897;4859;585;9803;11942;389.0;1750.0;515.0;258.0
2198;69611;4409;138;194;167;77;1055;2191;1932;3497;576;8675;10939;408.0;1856.0;509.0;241.0
2199;67467;4212;128;199;134;94;979;2247;1550;4269;555;9045;11214;396.0;1773.0;506.0;246.0
2200;67833;4085;120;203;159;81;918;2293;1839;3679;563;8729;10847;398.0;1720.0;496.0;245.0
2201;68236;4278;146;213;156;92;1116;2405;1805;4178;607;9504;11705;400.0;1801.0;650.0;265.0
2202;66694;3968;126;199;133;83;964;2247;1538;3769;541;8518;10580;391.0;1671.0;499.0;233.0
2203;68860;4346;156;204;164;77;1193;2304;1897;3497;601;8891;11125;404.0;1830.0;675.0;254.0
2204;66941;4095;150;172;164;88;1147;1942;1897;3996;574;8982;11099;393.0;1724.0;548.0;262.0
2205;67266;4179;118;164;170;86;902;1852;1966;3906;538;8626;10780;395.0;1759.0;458.0;229.0
2206;68575;4315;132;185;156;103;1009;2089;1805;4678;576;9581;11800;402.0;1817.0;500.0;251.0
2207;67051;4143;147;179;168;90;1124;2021;1943;4087;584;9175;11312;393.0;1744.0;608.0;276.0
2208;68926;4292;146;185;142;116;1116;2089;1643;5268;589;10116;12327;404.0;1807.0;524.0;274.0
2209;67087;4097;151;181;166;85;1155;2044;1920;3860;583;8979;11097;393.0;1725.0;713.0;265.0
2210;67684;4176;146;205;157;98;1116;2315;1816;4451;606;9698;11853;397.0;1758.0;602.0;266.0
2211;68720;4249;162;194;150;78;1239;2191;1735;3542;584;8707;10899;403.0;1789.0;579.0;249.0
2212;67779;4378;149;201;176;93;1139;2270;2036;4224;619;9669;11910;398.0;1843.0;587.0;263.0
2213;69376;4498;148;166;160;97;1132;1875;1851;4405;571;9263;11564;407.0;1894.0;564.0;248.0
2214;67938;4227;129;190;179;90;986;2146;2071;4087;588;9290;11468;398.0;1780.0;597.0;266.0
2215;67676;4280;144;165;137;99;1101;1863;1585;4496;545;9045;11244;397.0;1802.0;629.0;243.0
2216;67666;4331;140;200;155;96;1071;2259;1793;4360;591;9483;11703;397.0;1823.0;603.0;264.0
2217;67935;4301;152;200;168;104;1162;2259;1943;4723;624;10087;12296;398.0;1811.0;654.0;264.0
2218;68224;4169;126;184;174;86;964;2078;2013;3906;570;8961;11116;400.0;1755.0;482.0;239.0
2219;69085;4289;123;166;176;92;941;1875;2036;4178;557;9030;11241;405.0;1806.0;513.0;253.0
2220;68110;4317;129;204;166;96;986;2304;1920;4360;595;9570;11786;399.0;1817.0;525.0;251.0
2221;67489;4287;141;175;153;96;1078;1976;1770;4360;565;9184;11385;396.0;1805.0;534.0;274.0
2222;69244;4321;140;206;149;96;1071;2326;1724;4360;591;9481;11706;406.0;1819.0;608.0;239.0
