Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;AsymtomaticCCRDiscovered
2045;214500;12981;187;180;193;96;1430;2033;2233;4360;656;10056;16779;1258.0;5465.0;788.0;387.0
2046;216439;12944;213;160;193;73;1629;1807;2233;3315;639;8984;15702;1269.0;5449.0;915.0;409.0
2047;217174;12878;212;170;196;84;1621;1920;2267;3815;662;9623;16319;1274.0;5422.0;924.0;417.0
2048;218743;13288;190;166;199;105;1453;1875;2302;4768;660;10398;17275;1283.0;5594.0;635.0;402.0
2049;219157;13040;208;212;225;70;1591;2394;2603;3179;715;9767;16542;1285.0;5490.0;912.0;425.0
2050;220512;13308;198;179;199;77;1514;2021;2302;3497;653;9334;16230;1293.0;5603.0;928.0;411.0
2051;221100;13362;193;177;198;97;1476;1999;2290;4405;665;10170;17092;1297.0;5625.0;873.0;407.0
2052;222128;13352;225;172;199;96;1721;1942;2302;4360;692;10325;17249;1303.0;5621.0;1035.0;430.0
2053;222577;13310;186;169;188;80;1422;1909;2175;3633;623;9139;16048;1305.0;5604.0;769.0;363.0
2054;223229;13454;246;196;199;95;1881;2213;2302;4314;736;10710;17683;1309.0;5664.0;1043.0;454.0
2055;223856;13673;213;185;232;105;1629;2089;2684;4768;735;11170;18239;1313.0;5756.0;935.0;426.0
2056;224858;13629;257;186;164;104;1965;2101;1897;4723;711;10686;17743;1319.0;5738.0;1047.0;426.0
2057;225815;13872;257;180;202;103;1965;2033;2337;4678;742;11013;18177;1324.0;5840.0;1023.0;478.0
2058;226532;13786;247;187;187;95;1889;2112;2163;4314;716;10478;17611;1329.0;5804.0;1008.0;430.0
2059;228452;13911;237;210;202;97;1812;2372;2337;4405;746;10926;18123;1340.0;5857.0;927.0;435.0
2060;228576;13768;213;188;213;93;1629;2123;2464;4224;707;10440;17577;1341.0;5796.0;842.0;440.0
2061;230392;13822;228;178;200;87;1744;2010;2313;3951;693;10018;17188;1351.0;5819.0;1017.0;445.0
2062;230837;14082;218;200;185;109;1667;2259;2140;4950;712;11016;18299;1354.0;5929.0;821.0;438.0
2063;231722;14191;235;213;218;100;1797;2405;2522;4541;766;11265;18598;1359.0;5974.0;894.0;469.0
2064;232037;14153;220;204;204;86;1682;2304;2360;3906;714;10252;17571;1361.0;5958.0;944.0;430.0
2065;232663;14144;231;194;181;90;1767;2191;2094;4087;696;10139;17459;1365.0;5955.0;1013.0;452.0
2066;231545;14126;239;189;199;71;1828;2134;2302;3224;698;9488;16793;1358.0;5947.0;984.0;451.0
2067;231770;13923;229;176;207;93;1751;1988;2394;4224;705;10357;17578;1359.0;5862.0;782.0;439.0
2068;231303;14195;231;196;201;97;1767;2213;2325;4405;725;10710;18043;1357.0;5976.0;873.0;447.0
2069;232023;14353;219;196;208;87;1675;2213;2406;3951;710;10245;17649;1361.0;6043.0;878.0;447.0
2070;229957;14037;255;176;210;99;1950;1988;2429;4496;740;10863;18122;1349.0;5910.0;1005.0;474.0
2071;229786;14046;239;191;188;94;1828;2157;2175;4269;712;10429;17690;1348.0;5913.0;930.0;431.0
2072;227705;13681;226;206;207;94;1728;2326;2394;4269;733;10717;17812;1335.0;5760.0;927.0;443.0
2073;225899;13751;216;192;184;96;1652;2168;2128;4360;688;10308;17422;1325.0;5789.0;866.0;402.0
2074;223805;13646;203;186;178;85;1552;2101;2059;3860;652;9572;16630;1313.0;5745.0;825.0;388.0
2075;221964;13460;224;179;219;72;1713;2021;2533;3270;694;9537;16506;1302.0;5667.0;881.0;436.0
2076;219667;13360;189;171;188;89;1445;1931;2175;4042;637;9593;16506;1288.0;5625.0;853.0;389.0
2077;217653;13256;207;188;194;77;1583;2123;2244;3497;666;9447;16305;1277.0;5581.0;697.0;420.0
2078;215615;13032;214;197;176;76;1637;2225;2036;3451;663;9349;16101;1265.0;5487.0;880.0;397.0
2079;213896;12964;194;186;196;71;1484;2101;2267;3224;647;9076;15789;1255.0;5458.0;841.0;387.0
2080;211285;12876;213;190;175;88;1629;2146;2024;3996;666;9795;16455;1239.0;5421.0;781.0;410.0
2081;210568;12755;182;196;179;68;1392;2213;2071;3088;625;8764;15369;1235.0;5370.0;815.0;358.0
2082;208150;12626;202;178;180;89;1545;2010;2082;4042;649;9679;16216;1221.0;5316.0;768.0;370.0
2083;208138;12793;215;193;187;86;1644;2180;2163;3906;681;9893;16500;1221.0;5386.0;817.0;413.0
2084;205555;12517;189;203;181;85;1445;2293;2094;3860;658;9692;16168;1206.0;5270.0;804.0;368.0
2085;206559;12478;210;177;203;97;1606;1999;2348;4405;687;10358;16822;1211.0;5253.0;804.0;399.0
2086;203381;12214;212;183;180;86;1621;2067;2082;3906;661;9676;16011;1193.0;5142.0;905.0;379.0
2087;204667;12472;209;187;162;80;1598;2112;1874;3633;638;9217;15668;1200.0;5251.0;872.0;366.0
2088;201176;12001;213;170;172;74;1629;1920;1990;3361;629;8900;15132;1180.0;5052.0;801.0;372.0
2089;202160;12194;184;182;178;74;1407;2055;2059;3361;618;8882;15202;1186.0;5134.0;751.0;358.0
2090;199025;12064;172;185;194;77;1315;2089;2244;3497;628;9145;15391;1167.0;5079.0;738.0;351.0
2091;200925;12128;203;160;197;86;1552;1807;2279;3906;646;9544;15828;1178.0;5106.0;827.0;400.0
2092;197345;11997;200;169;173;86;1529;1909;2001;3906;628;9345;15553;1157.0;5051.0;862.0;359.0
2093;199354;12024;165;143;173;86;1262;1615;2001;3906;567;8784;15015;1169.0;5062.0;692.0;337.0
2094;195727;11744;187;184;167;90;1430;2078;1932;4087;628;9527;15619;1148.0;4944.0;695.0;340.0
2095;197156;11954;203;177;181;75;1552;1999;2094;3406;636;9051;15240;1156.0;5033.0;687.0;383.0
2096;193512;11705;194;190;161;76;1484;2146;1862;3451;621;8943;15006;1135.0;4928.0;827.0;355.0
2097;195076;11785;173;187;179;76;1323;2112;2071;3451;615;8957;15063;1144.0;4962.0;664.0;351.0
2098;191035;11604;187;185;176;79;1430;2089;2036;3588;627;9143;15148;1120.0;4885.0;678.0;360.0
2099;193420;11800;160;152;167;92;1224;1717;1932;4178;571;9051;15153;1134.0;4968.0;626.0;313.0
2100;188750;11247;177;164;168;86;1354;1852;1943;3906;595;9055;14897;1107.0;4735.0;730.0;331.0
2101;192385;11634;181;188;193;73;1384;2123;2233;3315;635;9055;15081;1128.0;4898.0;629.0;363.0
2102;188201;11347;164;185;178;78;1254;2089;2059;3542;605;8944;14825;1104.0;4777.0;682.0;334.0
2103;190991;11604;178;181;178;79;1361;2044;2059;3588;616;9052;15057;1120.0;4885.0;679.0;346.0
2104;187138;11461;179;165;163;81;1369;1863;1885;3679;588;8796;14719;1098.0;4825.0;704.0;329.0
2105;189794;11514;175;174;186;96;1338;1965;2152;4360;631;9815;15775;1113.0;4847.0;619.0;370.0
2106;186520;11205;175;171;186;88;1338;1931;2152;3996;620;9417;15228;1094.0;4717.0;685.0;356.0
2107;189091;11398;170;176;162;87;1300;1988;1874;3951;595;9113;15021;1109.0;4799.0;770.0;337.0
2108;186206;11168;197;173;173;72;1507;1954;2001;3270;615;8732;14526;1092.0;4702.0;876.0;345.0
2109;189208;11504;200;184;179;80;1529;2078;2071;3633;643;9311;15264;1110.0;4843.0;815.0;373.0
2110;186322;11257;178;150;165;67;1361;1694;1909;3043;560;8007;13839;1093.0;4739.0;649.0;322.0
2111;189000;11528;167;185;142;76;1277;2089;1643;3451;570;8460;14421;1108.0;4853.0;611.0;318.0
2112;185791;11424;173;167;166;93;1323;1886;1920;4224;599;9353;15253;1090.0;4810.0;689.0;347.0
2113;188879;11429;195;144;158;81;1491;1626;1828;3679;578;8624;14544;1108.0;4812.0;728.0;342.0
2114;186237;11318;181;190;166;91;1384;2146;1920;4133;628;9583;15440;1092.0;4765.0;849.0;371.0
2115;189393;11566;176;181;169;84;1346;2044;1955;3815;610;9160;15140;1111.0;4869.0;768.0;354.0
2116;186671;11500;171;201;193;73;1308;2270;2233;3315;638;9126;15063;1095.0;4842.0;785.0;374.0
2117;189540;11743;188;141;155;78;1438;1592;1793;3542;562;8365;14421;1112.0;4944.0;745.0;336.0
2118;186420;11308;180;182;182;79;1377;2055;2105;3588;623;9125;14979;1093.0;4761.0;625.0;358.0
2119;189826;11457;167;170;145;70;1277;1920;1677;3179;552;8053;13989;1113.0;4823.0;732.0;314.0
2120;186311;11287;153;158;168;88;1170;1784;1943;3996;567;8893;14738;1093.0;4752.0;525.0;315.0
2121;190301;11324;160;146;169;89;1224;1649;1955;4042;564;8870;14753;1116.0;4767.0;584.0;318.0
2122;187124;11392;192;149;205;84;1468;1683;2371;3815;630;9337;15230;1097.0;4796.0;753.0;374.0
2123;190617;11563;173;181;175;72;1323;2044;2024;3270;601;8661;14647;1118.0;4868.0;696.0;368.0
2124;186689;11572;164;150;154;81;1254;1694;1781;3679;549;8408;14375;1095.0;4872.0;615.0;318.0
2125;191080;11663;192;163;164;78;1468;1841;1897;3542;597;8748;14779;1121.0;4910.0;676.0;357.0
2126;186969;11412;181;146;173;75;1384;1649;2001;3406;575;8440;14342;1097.0;4805.0;654.0;326.0
2127;191850;11649;182;166;161;92;1392;1875;1862;4178;601;9307;15336;1125.0;4904.0;701.0;350.0
2128;187469;11441;170;161;158;89;1300;1818;1828;4042;578;8988;14905;1100.0;4817.0;679.0;335.0
2129;192044;11740;158;160;174;76;1208;1807;2013;3451;568;8479;14548;1126.0;4943.0;642.0;345.0
2130;187485;11264;190;158;151;72;1453;1784;1747;3270;571;8254;14096;1100.0;4742.0;746.0;337.0
2131;191907;11776;181;167;140;73;1384;1886;1619;3315;561;8204;14288;1126.0;4958.0;706.0;332.0
2132;187758;11471;179;171;136;72;1369;1931;1573;3270;558;8143;14073;1101.0;4829.0;709.0;321.0
2133;192073;11534;161;197;135;85;1231;2225;1562;3860;578;8878;14861;1127.0;4856.0;652.0;321.0
2134;188658;11507;171;175;170;70;1308;1976;1966;3179;586;8429;14380;1106.0;4845.0;710.0;349.0
2135;192719;11593;192;156;199;74;1468;1762;2302;3361;621;8893;14904;1130.0;4881.0;724.0;372.0
2136;189273;11421;171;144;154;66;1308;1626;1781;2997;535;7712;13630;1110.0;4808.0;618.0;312.0
2137;193399;11795;152;154;170;75;1162;1739;1966;3406;551;8273;14373;1134.0;4966.0;445.0;295.0
2138;190286;11599;158;149;196;64;1208;1683;2267;2907;567;8065;14064;1116.0;4883.0;571.0;316.0
2139;193933;11666;181;160;165;64;1384;1807;1909;2907;570;8007;14055;1137.0;4911.0;722.0;338.0
2140;190742;11487;168;150;180;64;1285;1694;2082;2907;562;7968;13923;1119.0;4836.0;675.0;330.0
2141;194276;11949;193;185;178;78;1476;2089;2059;3542;634;9166;15336;1139.0;5031.0;822.0;378.0
2142;190948;11662;180;143;166;90;1377;1615;1920;4087;579;8999;15029;1120.0;4910.0;600.0;358.0
2143;194489;11916;179;152;140;83;1369;1717;1619;3769;554;8474;14632;1141.0;5017.0;659.0;322.0
2144;191503;11605;199;146;154;71;1522;1649;1781;3224;570;8176;14185;1123.0;4886.0;776.0;370.0
2145;195135;12030;188;168;163;90;1438;1897;1885;4087;609;9307;15516;1144.0;5065.0;632.0;372.0
2146;191801;11523;145;159;171;74;1109;1796;1978;3361;549;8244;14220;1125.0;4851.0;600.0;309.0
2147;195217;11857;196;151;161;82;1499;1705;1862;3724;590;8790;14927;1145.0;4992.0;706.0;353.0
2148;192436;11829;187;144;184;68;1430;1626;2128;3088;583;8272;14381;1129.0;4980.0;712.0;331.0
2149;196308;11940;208;170;191;91;1591;1920;2209;4133;660;9853;16031;1151.0;5027.0;729.0;396.0
2150;192080;11506;173;164;167;70;1323;1852;1932;3179;574;8286;14257;1127.0;4844.0;697.0;331.0
2151;195895;12035;181;163;172;79;1384;1841;1990;3588;595;8803;15019;1149.0;5067.0;678.0;348.0
2152;192126;11623;187;143;168;71;1430;1615;1943;3224;569;8212;14232;1127.0;4893.0;790.0;345.0
2153;195972;11889;188;163;188;87;1438;1841;2175;3951;626;9405;15559;1149.0;5005.0;681.0;377.0
2154;192102;11605;203;140;165;73;1552;1581;1909;3315;581;8357;14370;1127.0;4886.0;913.0;364.0
2155;196717;11987;180;163;164;86;1377;1841;1897;3906;593;9021;15222;1154.0;5047.0;681.0;352.0
2156;193116;11746;185;187;161;67;1415;2112;1862;3043;600;8432;14510;1133.0;4945.0;697.0;359.0
2157;196634;12003;157;166;141;71;1201;1875;1631;3224;535;7931;14137;1153.0;5053.0;613.0;291.0
2158;192970;11653;198;171;176;78;1514;1931;2036;3542;623;9023;15061;1132.0;4906.0;767.0;388.0
2159;196191;11932;193;147;168;85;1476;1660;1943;3860;593;8939;15113;1151.0;5023.0;770.0;375.0
2160;193995;11777;162;179;178;83;1239;2021;2059;3769;602;9088;15184;1138.0;4958.0;602.0;336.0
2161;196102;11799;198;153;162;80;1514;1728;1874;3633;593;8749;14866;1150.0;4967.0;819.0;370.0
2162;194128;11948;174;140;177;83;1331;1581;2047;3769;574;8728;14897;1139.0;5030.0;618.0;337.0
2163;195385;11790;188;131;177;60;1438;1479;2047;2725;556;7689;13799;1146.0;4964.0;740.0;333.0
2164;193238;11685;161;164;194;86;1231;1852;2244;3906;605;9233;15285;1133.0;4919.0;495.0;356.0
2165;195991;11915;177;163;186;87;1354;1841;2152;3951;613;9298;15463;1149.0;5016.0;767.0;373.0
2166;193229;11655;161;153;169;75;1231;1728;1955;3406;558;8320;14360;1133.0;4907.0;600.0;305.0
2167;196799;11888;188;142;154;74;1438;1604;1781;3361;558;8184;14343;1154.0;5005.0;750.0;333.0
2168;192946;11442;182;137;157;92;1392;1547;1816;4178;568;8933;14882;1132.0;4817.0;587.0;331.0
2169;196637;11982;173;153;170;84;1323;1728;1966;3815;580;8832;15029;1153.0;5044.0;722.0;352.0
2170;192940;11744;164;153;165;69;1254;1728;1909;3134;551;8025;14101;1132.0;4944.0;531.0;324.0
2171;196131;11917;168;152;168;96;1285;1717;1943;4360;584;9305;15472;1150.0;5017.0;650.0;344.0
2172;192901;11798;176;163;157;97;1346;1841;1816;4405;593;9408;15506;1131.0;4967.0;673.0;347.0
2173;196829;12102;190;184;166;83;1453;2078;1920;3769;623;9220;15469;1154.0;5095.0;721.0;367.0
2174;193081;11745;191;163;159;71;1461;1841;1839;3224;584;8365;14442;1132.0;4945.0;740.0;366.0
2175;197236;12072;184;166;139;77;1407;1875;1608;3497;566;8387;14626;1157.0;5082.0;695.0;339.0
2176;193813;11757;184;171;161;74;1407;1931;1862;3361;590;8561;14648;1137.0;4950.0;718.0;346.0
2177;197287;12062;200;165;184;72;1529;1863;2128;3270;621;8790;15025;1157.0;5078.0;787.0;381.0
2178;194546;11871;177;175;178;62;1354;1976;2059;2816;592;8205;14344;1141.0;4998.0;646.0;347.0
2179;199016;12143;160;156;156;78;1224;1762;1805;3542;550;8333;14612;1167.0;5112.0;615.0;313.0
2180;194449;11725;186;177;191;65;1422;1999;2209;2952;619;8582;14658;1140.0;4936.0;786.0;382.0
2181;199087;12126;168;171;170;79;1285;1931;1966;3588;588;8770;15043;1168.0;5105.0;719.0;344.0
2182;195194;11945;158;168;169;79;1208;1897;1955;3588;574;8648;14822;1145.0;5029.0;603.0;333.0
2183;199686;12181;167;151;159;62;1277;1705;1839;2816;539;7637;13936;1171.0;5128.0;719.0;333.0
2184;195448;11881;144;161;153;80;1101;1818;1770;3633;538;8322;14470;1146.0;5002.0;521.0;299.0
2185;200124;12074;173;151;156;61;1323;1705;1805;2770;541;7603;13860;1174.0;5083.0;766.0;327.0
2186;195451;11856;158;159;182;67;1208;1796;2105;3043;566;8152;14289;1146.0;4991.0;683.0;340.0
2187;200342;12149;187;153;194;72;1430;1728;2244;3270;606;8672;14962;1175.0;5115.0;781.0;362.0
2188;195056;11727;180;162;171;85;1377;1830;1978;3860;598;9045;15126;1144.0;4937.0;737.0;337.0
2189;200232;12084;156;163;154;81;1193;1841;1781;3679;554;8494;14755;1174.0;5087.0;656.0;312.0
2190;195950;11765;171;167;160;79;1308;1886;1851;3588;577;8633;14735;1149.0;4953.0;573.0;343.0
2191;199481;12020;171;146;170;77;1308;1649;1966;3497;564;8420;14650;1170.0;5060.0;649.0;355.0
2192;194885;11858;194;157;147;74;1484;1773;1700;3361;572;8318;14453;1143.0;4992.0;808.0;344.0
2193;199006;12031;180;168;165;72;1377;1897;1909;3270;585;8453;14685;1167.0;5065.0;765.0;345.0
2194;195085;11751;159;147;136;89;1216;1660;1573;4042;531;8491;14582;1144.0;4947.0;665.0;313.0
2195;199435;12026;180;171;150;73;1377;1931;1735;3315;574;8358;14591;1170.0;5063.0;668.0;331.0
2196;195095;11618;166;152;158;79;1269;1717;1828;3588;555;8402;14437;1144.0;4891.0;596.0;337.0
2197;199538;12133;189;170;151;71;1445;1920;1747;3224;581;8336;14614;1170.0;5108.0;829.0;343.0
2198;195093;11886;165;172;155;73;1262;1942;1793;3315;565;8312;14460;1144.0;5004.0;703.0;348.0
2199;199678;12185;190;172;159;62;1453;1942;1839;2816;583;8050;14351;1171.0;5130.0;770.0;354.0
2200;194937;11544;157;161;162;88;1201;1818;1874;3996;568;8889;14892;1143.0;4860.0;615.0;311.0
2201;199018;12161;164;158;168;75;1254;1784;1943;3406;565;8387;14674;1167.0;5120.0;603.0;312.0
2202;194979;11626;146;149;143;83;1116;1683;1654;3769;521;8222;14261;1144.0;4895.0;616.0;299.0
2203;199824;12170;180;185;168;74;1377;2089;1943;3361;607;8770;15066;1172.0;5124.0;761.0;337.0
2204;195702;11822;184;153;159;87;1407;1728;1839;3951;583;8925;15050;1148.0;4977.0;737.0;338.0
2205;199823;12132;170;164;175;82;1300;1852;2024;3724;591;8900;15180;1172.0;5108.0;704.0;336.0
2206;195577;11877;178;132;142;81;1361;1491;1643;3679;533;8174;14321;1147.0;5000.0;650.0;329.0
2207;200448;12260;202;161;197;79;1545;1818;2279;3588;639;9230;15568;1176.0;5162.0;864.0;389.0
2208;195738;11854;174;162;146;80;1331;1830;1689;3633;562;8483;14622;1148.0;4991.0;656.0;320.0
2209;198977;11909;183;159;165;81;1399;1796;1909;3679;588;8783;14964;1167.0;5014.0;833.0;368.0
2210;195440;11787;181;153;147;75;1384;1728;1700;3406;556;8218;14326;1146.0;4962.0;749.0;339.0
2211;198840;11943;182;128;171;82;1392;1446;1978;3724;563;8540;14734;1166.0;5028.0;769.0;346.0
2212;195221;11962;178;158;155;85;1361;1784;1793;3860;576;8798;14979;1145.0;5036.0;705.0;336.0
2213;198900;12230;184;159;145;78;1407;1796;1677;3542;566;8422;14738;1167.0;5149.0;719.0;341.0
2214;195174;11826;177;168;165;87;1354;1897;1909;3951;597;9111;15235;1145.0;4979.0;694.0;362.0
2215;198423;12143;192;178;191;69;1468;2010;2209;3134;630;8821;15097;1164.0;5112.0;831.0;342.0
2216;196380;12084;189;161;165;92;1445;1818;1909;4178;607;9350;15589;1152.0;5087.0;812.0;353.0
2217;198870;12198;178;167;159;66;1361;1886;1839;2997;570;8083;14384;1166.0;5135.0;779.0;332.0
2218;196830;11912;169;150;159;81;1292;1694;1839;3679;559;8504;14673;1154.0;5015.0;681.0;341.0
2219;198554;12050;167;161;178;93;1277;1818;2059;4224;599;9378;15616;1165.0;5073.0;614.0;354.0
2220;197180;12113;178;154;151;81;1361;1739;1747;3679;564;8526;14782;1156.0;5100.0;747.0;342.0
2221;198118;12097;166;155;160;72;1269;1750;1851;3270;553;8140;14395;1162.0;5093.0;720.0;324.0
2222;197442;12056;183;158;148;89;1399;1784;1712;4042;578;8937;15171;1158.0;5076.0;764.0;348.0
