Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;AsymtomaticCCRDiscovered
2039;155798;9518;187;178;187;91;1430;2010;2163;4133;643;9736;14657;914.0;4007.0;784.0;336.0
2040;158218;9714;152;201;194;105;1162;2270;2244;4768;652;10444;15462;928.0;4090.0;585.0;343.0
2041;159983;9817;174;189;197;85;1331;2134;2279;3860;645;9604;14675;938.0;4133.0;800.0;357.0
2042;162733;9695;182;164;166;91;1392;1852;1920;4133;603;9297;14333;954.0;4082.0;762.0;332.0
2043;164161;10066;172;213;193;75;1315;2405;2233;3406;653;9359;14560;963.0;4238.0;821.0;359.0
2044;167238;10120;194;205;196;89;1484;2315;2267;4042;684;10108;15350;981.0;4261.0;794.0;357.0
2045;168419;10173;169;195;178;111;1292;2202;2059;5041;653;10594;15865;988.0;4283.0;683.0;328.0
2046;171603;10342;190;177;193;85;1453;1999;2233;3860;645;9545;14905;1006.0;4354.0;845.0;354.0
2047;172160;10214;179;165;195;81;1369;1863;2256;3679;620;9167;14477;1010.0;4300.0;869.0;354.0
2048;174800;10620;179;172;195;105;1369;1942;2256;4768;651;10335;15831;1025.0;4471.0;657.0;357.0
2049;175767;10430;202;233;221;75;1545;2631;2556;3406;731;10138;15560;1031.0;4391.0;867.0;401.0
2050;177533;10726;191;190;184;90;1461;2146;2128;4087;655;9822;15379;1041.0;4516.0;914.0;371.0
2051;178935;10734;158;195;197;104;1208;2202;2279;4723;654;10412;15980;1049.0;4519.0;710.0;348.0
2052;180511;10775;196;189;213;100;1499;2134;2464;4541;698;10638;16233;1059.0;4536.0;864.0;376.0
2053;181794;10887;178;185;190;93;1361;2089;2198;4224;646;9872;15521;1066.0;4583.0;666.0;346.0
2054;182732;10995;225;213;204;99;1721;2405;2360;4496;741;10982;16683;1072.0;4629.0;1002.0;403.0
2055;183159;11182;192;199;233;115;1468;2247;2695;5223;739;11633;17415;1074.0;4708.0;896.0;387.0
2056;183404;11045;226;193;164;105;1728;2180;1897;4768;688;10573;16299;1076.0;4650.0;1001.0;365.0
2057;183626;11228;218;195;191;108;1667;2202;2209;4905;712;10983;16787;1077.0;4727.0;855.0;413.0
2058;183369;11230;229;200;212;104;1751;2259;2452;4723;745;11185;16988;1075.0;4728.0;926.0;413.0
2059;184981;11208;202;210;201;106;1545;2372;2325;4814;719;11056;16860;1085.0;4719.0;827.0;369.0
2060;184489;11169;200;214;201;107;1529;2417;2325;4859;722;11130;16914;1082.0;4702.0;800.0;407.0
2061;185526;11144;209;185;219;92;1598;2089;2533;4178;705;10398;16178;1088.0;4692.0;944.0;401.0
2062;185055;11303;201;199;185;110;1537;2247;2140;4996;695;10920;16764;1085.0;4759.0;810.0;377.0
2063;184907;11309;205;221;208;105;1568;2496;2406;4768;739;11238;17083;1084.0;4761.0;834.0;396.0
2064;183745;11237;196;219;207;104;1499;2473;2394;4723;726;11089;16898;1078.0;4731.0;839.0;404.0
2065;183104;11188;205;222;195;96;1568;2507;2256;4360;718;10691;16475;1074.0;4710.0;777.0;413.0
2066;180893;11077;187;193;178;80;1430;2180;2059;3633;638;9302;15026;1061.0;4663.0;836.0;347.0
2067;179956;10854;202;193;202;93;1545;2180;2337;4224;690;10286;15911;1055.0;4570.0;786.0;370.0
2068;178949;11006;203;220;202;118;1552;2485;2337;5359;743;11733;17417;1050.0;4634.0;811.0;395.0
2069;178237;11097;190;214;208;97;1453;2417;2406;4405;709;10681;16398;1045.0;4672.0;836.0;379.0
2070;175563;10740;213;188;217;104;1629;2123;2510;4723;722;10985;16537;1030.0;4522.0;865.0;398.0
2071;174382;10603;201;195;191;98;1537;2202;2209;4451;685;10399;15886;1023.0;4464.0;782.0;351.0
2072;172230;10403;182;214;213;95;1392;2417;2464;4314;704;10587;15977;1010.0;4380.0;749.0;345.0
2073;169748;10331;170;228;185;109;1300;2575;2140;4950;692;10965;16310;996.0;4349.0;753.0;331.0
2074;168630;10242;170;221;174;92;1300;2496;2013;4178;657;9987;15288;989.0;4312.0;736.0;316.0
2075;166597;10190;173;206;212;94;1323;2326;2452;4269;685;10370;15637;977.0;4290.0;662.0;356.0
2076;165909;10094;168;201;185;83;1285;2270;2140;3769;637;9464;14687;973.0;4250.0;791.0;334.0
2077;163555;9989;189;215;195;99;1445;2428;2256;4496;698;10625;15789;959.0;4205.0;626.0;359.0
2078;164417;9983;182;206;195;83;1392;2326;2256;3769;666;9743;14910;964.0;4203.0;779.0;334.0
2079;161503;9704;164;207;179;79;1254;2338;2071;3588;629;9251;14283;947.0;4085.0;615.0;310.0
2080;162777;9878;174;210;162;97;1331;2372;1874;4405;643;9982;15096;955.0;4159.0;679.0;323.0
2081;160075;9739;191;206;199;88;1461;2326;2302;3996;684;10085;15124;939.0;4100.0;843.0;344.0
2082;161331;9835;170;179;190;99;1300;2021;2198;4496;638;10015;15102;946.0;4141.0;707.0;331.0
2083;157593;9652;185;229;170;92;1415;2586;1966;4178;676;10145;15133;924.0;4064.0;705.0;342.0
2084;158994;9689;165;207;192;85;1262;2338;2221;3860;649;9681;14692;932.0;4079.0;677.0;311.0
2085;155566;9458;183;214;183;100;1399;2417;2117;4541;680;10474;15368;912.0;3982.0;786.0;348.0
2086;155694;9394;173;205;162;98;1323;2315;1874;4451;638;9963;14831;913.0;3955.0;759.0;314.0
2087;153148;9306;165;197;183;89;1262;2225;2117;4042;634;9646;14462;898.0;3918.0;681.0;303.0
2088;152148;9132;216;186;182;83;1652;2101;2105;3769;667;9627;14364;892.0;3845.0;858.0;350.0
2089;150963;9104;190;193;181;100;1453;2180;2094;4541;664;10268;14986;885.0;3833.0;753.0;328.0
2090;149480;8949;168;184;177;95;1285;2078;2047;4314;624;9724;14369;877.0;3768.0;756.0;299.0
2091;148730;8918;152;168;194;88;1162;1897;2244;3996;602;9299;13926;872.0;3755.0;666.0;308.0
2092;148191;9000;160;203;185;97;1224;2293;2140;4405;645;10062;14720;869.0;3789.0;684.0;312.0
2093;147627;8926;164;159;178;90;1254;1796;2059;4087;591;9196;13820;866.0;3758.0;683.0;306.0
2094;145385;8702;164;187;159;72;1254;2112;1839;3270;582;8475;12992;853.0;3664.0;660.0;286.0
2095;145602;8818;165;201;179;82;1262;2270;2071;3724;627;9327;13893;854.0;3712.0;667.0;310.0
2096;145371;8769;155;214;189;74;1185;2417;2186;3361;632;9149;13694;853.0;3692.0;627.0;304.0
2097;145715;8781;152;202;179;90;1162;2281;2071;4087;623;9601;14153;855.0;3697.0;583.0;293.0
2098;145525;8880;150;185;167;93;1147;2089;1932;4224;595;9392;13985;854.0;3739.0;647.0;292.0
2099;146449;8956;166;176;202;100;1269;1988;2337;4541;644;10135;14765;859.0;3771.0;694.0;303.0
2100;146132;8701;166;171;147;83;1269;1931;1700;3769;567;8669;13189;857.0;3663.0;667.0;275.0
2101;145989;8823;145;219;189;64;1109;2473;2186;2907;617;8675;13246;856.0;3715.0;587.0;285.0
2102;146103;8773;158;195;163;94;1208;2202;1885;4269;610;9564;14114;857.0;3693.0;709.0;295.0
2103;147266;8911;180;180;189;87;1377;2033;2186;3951;636;9547;14163;864.0;3752.0;640.0;345.0
2104;145429;8896;159;175;164;81;1216;1976;1897;3679;579;8768;13366;853.0;3745.0;656.0;305.0
2105;147467;8931;146;195;166;85;1116;2202;1920;3860;592;9098;13723;865.0;3760.0;573.0;281.0
2106;146094;8826;137;202;200;86;1048;2281;2313;3906;625;9548;14121;857.0;3716.0;644.0;302.0
2107;147108;8865;153;183;151;93;1170;2067;1747;4224;580;9208;13803;863.0;3732.0;587.0;283.0
2108;145660;8699;163;192;163;72;1247;2168;1885;3270;590;8570;13086;854.0;3662.0;723.0;286.0
2109;147327;8875;163;206;175;79;1247;2326;2024;3588;623;9185;13785;864.0;3736.0;703.0;302.0
2110;145929;8754;177;182;189;86;1354;2055;2186;3906;634;9501;14042;856.0;3685.0;672.0;315.0
2111;146033;8953;169;202;151;85;1292;2281;1747;3860;607;9180;13805;856.0;3769.0;686.0;303.0
2112;146464;8952;179;193;163;96;1369;2180;1885;4360;631;9794;14422;859.0;3769.0;705.0;326.0
2113;145957;8835;154;188;168;79;1178;2123;1943;3588;589;8832;13408;856.0;3720.0;612.0;288.0
2114;147415;8890;134;193;156;97;1025;2180;1805;4405;580;9415;14023;865.0;3743.0;478.0;282.0
2115;145379;8917;168;196;159;88;1285;2213;1839;3996;611;9333;13940;853.0;3754.0;665.0;313.0
2116;147179;8957;160;181;176;77;1224;2044;2036;3497;594;8801;13435;863.0;3771.0;793.0;321.0
2117;144816;8956;165;166;177;96;1262;1875;2047;4360;604;9544;14164;849.0;3771.0;663.0;302.0
2118;146572;8901;153;177;174;87;1170;1999;2013;3951;591;9133;13740;860.0;3747.0;631.0;293.0
2119;145235;8724;149;192;140;85;1139;2168;1619;3860;566;8786;13311;852.0;3673.0;711.0;288.0
2120;147833;8942;155;160;195;95;1185;1807;2256;4314;605;9562;14194;867.0;3765.0;524.0;314.0
2121;145559;8668;158;171;154;85;1208;1931;1781;3860;568;8780;13283;854.0;3649.0;619.0;293.0
2122;147600;8958;161;169;173;92;1231;1909;2001;4178;595;9319;13956;866.0;3771.0;614.0;290.0
2123;144653;8723;152;196;167;78;1162;2213;1932;3542;593;8849;13369;848.0;3672.0;646.0;292.0
2124;146911;9136;162;169;152;91;1239;1909;1758;4133;574;9039;13747;862.0;3846.0;556.0;290.0
2125;144629;8891;161;165;175;87;1231;1863;2024;3951;588;9069;13660;848.0;3743.0;648.0;308.0
2126;146309;8906;145;173;153;84;1109;1954;1770;3815;555;8648;13255;858.0;3749.0;518.0;263.0
2127;144066;8766;161;173;167;91;1231;1954;1932;4133;592;9250;13786;845.0;3691.0;650.0;299.0
2128;146034;8875;148;166;143;85;1132;1875;1654;3860;542;8521;13113;856.0;3736.0;632.0;267.0
2129;142798;8681;140;168;168;75;1071;1897;1943;3406;551;8317;12810;838.0;3655.0;588.0;278.0
2130;146397;8743;153;185;149;95;1170;2089;1724;4314;582;9297;13837;859.0;3681.0;580.0;286.0
2131;141797;8666;133;170;143;64;1017;1920;1654;2907;510;7498;11978;832.0;3648.0;587.0;249.0
2132;146256;8919;163;208;160;74;1247;2349;1851;3361;605;8808;13421;858.0;3755.0;661.0;290.0
2133;142592;8614;160;204;129;85;1224;2304;1492;3860;578;8880;13343;836.0;3627.0;588.0;283.0
2134;146220;8924;158;199;175;86;1208;2247;2024;3906;618;9385;14000;858.0;3757.0;692.0;313.0
2135;142433;8510;133;144;178;81;1017;1626;2059;3679;536;8381;12799;835.0;3583.0;585.0;268.0
2136;145610;8758;147;175;151;91;1124;1976;1747;4133;564;8980;13521;854.0;3687.0;484.0;275.0
2137;142937;8801;141;180;169;78;1078;2033;1955;3542;568;8608;13151;838.0;3705.0;396.0;275.0
2138;145619;8877;145;165;190;75;1109;1863;2198;3406;575;8576;13167;854.0;3737.0;593.0;271.0
2139;143625;8642;161;139;153;83;1231;1570;1770;3769;536;8340;12820;842.0;3638.0;652.0;289.0
2140;145981;8816;169;184;180;77;1292;2078;2082;3497;610;8949;13517;856.0;3712.0;675.0;317.0
2141;143524;8785;173;180;181;88;1323;2033;2094;3996;622;9446;13987;842.0;3699.0;687.0;331.0
2142;146853;8982;157;158;170;98;1201;1784;1966;4451;583;9402;14044;861.0;3781.0;710.0;315.0
2143;143482;8824;152;170;161;84;1162;1920;1862;3815;567;8759;13316;842.0;3715.0;594.0;277.0
2144;147295;8855;163;179;173;80;1247;2021;2001;3633;595;8902;13494;864.0;3728.0;628.0;304.0
2145;143565;8855;157;161;156;95;1201;1818;1805;4314;569;9138;13708;842.0;3728.0;609.0;284.0
2146;146282;8826;156;170;167;79;1193;1920;1932;3588;572;8633;13207;858.0;3716.0;585.0;296.0
2147;143704;8626;159;160;149;61;1216;1807;1724;2770;529;7517;11992;843.0;3632.0;630.0;274.0
2148;145256;8901;146;171;182;79;1116;1931;2105;3588;578;8740;13339;852.0;3747.0;646.0;287.0
2149;144491;8809;154;169;181;90;1178;1909;2094;4087;594;9268;13824;847.0;3709.0;511.0;306.0
2150;145544;8769;156;165;166;59;1193;1863;1920;2679;546;7655;12201;854.0;3692.0;596.0;278.0
2151;144737;8901;176;172;167;85;1346;1942;1932;3860;600;9080;13676;849.0;3747.0;647.0;302.0
2152;145259;8753;159;177;170;74;1216;1999;1966;3361;580;8542;13079;852.0;3685.0;673.0;295.0
2153;145620;8834;149;172;161;83;1139;1942;1862;3769;565;8712;13285;854.0;3719.0;596.0;296.0
2154;144762;8737;160;192;174;78;1224;2168;2013;3542;604;8947;13474;849.0;3678.0;780.0;292.0
2155;145554;8905;162;186;155;78;1239;2101;1793;3542;581;8675;13278;854.0;3749.0;699.0;301.0
2156;145106;8795;161;178;172;78;1231;2010;1990;3542;589;8773;13327;851.0;3703.0;595.0;309.0
2157;147075;9054;168;185;170;93;1285;2089;1966;4224;616;9564;14239;863.0;3812.0;681.0;302.0
2158;144720;8795;163;186;156;98;1247;2101;1805;4451;603;9604;14156;849.0;3703.0;738.0;307.0
2159;147553;8955;159;171;161;72;1216;1931;1862;3270;563;8279;12914;865.0;3770.0;549.0;288.0
2160;145276;8934;174;154;149;82;1331;1739;1724;3724;559;8518;13131;852.0;3761.0;714.0;291.0
2161;148240;8978;174;183;180;88;1331;2067;2082;3996;625;9476;14125;869.0;3780.0;672.0;349.0
2162;145833;9044;149;167;175;83;1139;1886;2024;3769;574;8818;13481;855.0;3808.0;594.0;288.0
2163;147530;9012;145;182;190;78;1109;2055;2198;3542;595;8904;13563;865.0;3794.0;526.0;318.0
2164;146093;8848;156;185;139;98;1193;2089;1608;4451;578;9341;13923;857.0;3725.0;687.0;284.0
2165;146578;8884;145;170;176;97;1109;1920;2036;4405;588;9470;14070;860.0;3740.0;538.0;285.0
2166;144775;8783;152;173;184;95;1162;1954;2128;4314;604;9558;14105;849.0;3698.0;679.0;301.0
2167;147444;8857;125;186;151;91;956;2101;1747;4133;553;8937;13531;865.0;3729.0;501.0;257.0
2168;145049;8681;175;185;165;83;1338;2089;1909;3769;608;9105;13611;851.0;3655.0;580.0;327.0
2169;147266;8997;143;175;156;79;1094;1976;1805;3588;553;8463;13115;864.0;3788.0;613.0;278.0
2170;145005;8877;178;191;148;84;1361;2157;1712;3815;601;9045;13632;850.0;3737.0;695.0;310.0
2171;147503;8944;149;180;174;84;1139;2033;2013;3815;587;9000;13630;865.0;3765.0;646.0;298.0
2172;145224;8942;156;158;151;86;1193;1784;1747;3906;551;8630;13247;852.0;3765.0;555.0;305.0
2173;146536;8976;158;168;149;96;1208;1897;1724;4360;571;9189;13827;859.0;3779.0;560.0;284.0
2174;145926;8918;163;202;172;90;1247;2281;1990;4087;627;9605;14216;856.0;3755.0;668.0;317.0
2175;146003;9000;163;182;128;91;1247;2055;1481;4133;564;8916;13561;856.0;3789.0;549.0;288.0
2176;145633;8918;166;195;167;72;1269;2202;1932;3270;600;8673;13282;854.0;3755.0;602.0;322.0
2177;145240;8843;150;171;170;70;1147;1931;1966;3179;561;8223;12798;852.0;3723.0;591.0;294.0
2178;146432;8977;159;153;192;79;1216;1728;2221;3588;583;8753;13391;859.0;3779.0;623.0;293.0
2179;145859;8882;150;179;188;89;1147;2021;2175;4042;606;9385;13979;855.0;3739.0;596.0;292.0
2180;147880;8897;141;165;141;79;1078;1863;1631;3588;526;8160;12773;867.0;3746.0;598.0;277.0
2181;146731;8945;145;166;185;94;1109;1875;2140;4269;590;9393;14020;861.0;3766.0;602.0;314.0
2182;147115;9040;162;172;173;91;1239;1942;2001;4133;598;9315;13984;863.0;3806.0;685.0;333.0
2183;146673;9057;175;163;161;83;1338;1841;1862;3769;582;8810;13483;860.0;3813.0;602.0;318.0
2184;146637;8895;157;177;158;68;1201;1999;1828;3088;560;8116;12721;860.0;3745.0;734.0;282.0
2185;147299;8950;133;177;175;83;1017;1999;2024;3769;568;8809;13441;864.0;3768.0;558.0;283.0
2186;146680;8855;166;155;145;82;1269;1750;1677;3724;548;8420;13008;860.0;3728.0;619.0;303.0
2187;146721;8951;144;179;192;93;1101;2021;2221;4224;608;9567;14196;861.0;3768.0;557.0;300.0
2188;146529;8834;164;150;163;81;1254;1694;1885;3679;558;8512;13090;859.0;3719.0;688.0;298.0
2189;147515;8937;142;181;163;80;1086;2044;1885;3633;566;8648;13276;865.0;3763.0;607.0;286.0
2190;145740;8742;140;165;159;81;1071;1863;1839;3679;545;8452;12987;855.0;3680.0;609.0;268.0
2191;148093;8855;152;190;150;85;1162;2146;1735;3860;577;8903;13500;869.0;3728.0;709.0;290.0
2192;146908;9000;159;154;172;98;1216;1739;1990;4451;583;9396;14047;862.0;3789.0;571.0;310.0
2193;147877;8945;150;151;148;84;1147;1705;1712;3815;533;8379;13012;867.0;3766.0;589.0;288.0
2194;146631;8773;144;166;150;74;1101;1875;1735;3361;534;8072;12625;860.0;3693.0;610.0;262.0
2195;148392;8990;170;194;151;101;1300;2191;1747;4587;616;9825;14480;870.0;3785.0;743.0;297.0
2196;146374;8709;168;191;154;93;1285;2157;1781;4224;606;9447;13972;858.0;3667.0;615.0;318.0
2197;148042;9020;170;151;161;99;1300;1705;1862;4496;581;9363;14028;868.0;3797.0;811.0;312.0
2198;146906;8938;166;191;174;70;1269;2157;2013;3179;601;8618;13243;862.0;3763.0;660.0;310.0
2199;148761;9128;150;154;158;86;1147;1739;1828;3906;548;8620;13335;872.0;3843.0;579.0;293.0
2200;146480;8719;163;165;140;95;1247;1863;1619;4314;563;9043;13573;859.0;3671.0;631.0;299.0
2201;149284;9180;153;179;153;84;1170;2021;1770;3815;569;8776;13517;876.0;3865.0;628.0;295.0
2202;146771;8787;151;191;157;76;1155;2157;1816;3451;575;8579;13139;861.0;3699.0;658.0;295.0
2203;149954;9150;141;172;178;74;1078;1942;2059;3361;565;8440;13171;879.0;3852.0;621.0;292.0
2204;146657;8799;154;181;138;80;1178;2044;1596;3633;553;8451;13015;860.0;3704.0;539.0;288.0
2205;148642;9002;160;152;170;86;1224;1717;1966;3906;568;8813;13475;872.0;3790.0;556.0;294.0
2206;146403;8914;158;174;156;95;1208;1965;1805;4314;583;9292;13904;859.0;3753.0;656.0;302.0
2207;148473;9036;163;169;165;77;1247;1909;1909;3497;574;8562;13237;871.0;3804.0;725.0;297.0
2208;145781;8864;147;183;160;117;1124;2067;1851;5313;607;10355;14942;855.0;3732.0;517.0;310.0
2209;147985;8826;188;166;158;70;1438;1875;1828;3179;582;8320;12904;868.0;3716.0;847.0;319.0
2210;146593;8832;155;175;160;79;1185;1976;1851;3588;569;8600;13178;860.0;3718.0;764.0;292.0
2211;146694;8815;165;180;159;87;1262;2033;1839;3951;591;9085;13656;860.0;3711.0;701.0;303.0
2212;146368;9049;144;176;185;79;1101;1988;2140;3588;584;8817;13485;858.0;3810.0;688.0;289.0
2213;147020;9095;160;157;153;87;1224;1773;1770;3951;557;8718;13409;862.0;3829.0;658.0;278.0
2214;146061;8839;147;180;163;78;1124;2033;1885;3542;568;8584;13162;857.0;3721.0;623.0;300.0
2215;146837;9049;170;147;150;91;1300;1660;1735;4133;558;8828;13499;861.0;3810.0;766.0;314.0
2216;147486;9099;152;186;170;83;1162;2101;1966;3769;591;8998;13694;865.0;3831.0;642.0;309.0
2217;147357;9053;159;186;188;82;1216;2101;2175;3724;615;9216;13891;864.0;3811.0;738.0;302.0
2218;147461;8989;152;176;167;93;1162;1988;1932;4224;588;9306;13955;865.0;3784.0;661.0;310.0
2219;147653;8905;150;163;161;76;1147;1841;1862;3451;550;8301;12916;866.0;3749.0;628.0;275.0
2220;147584;9019;148;181;160;94;1132;2044;1851;4269;583;9296;13959;866.0;3797.0;598.0;299.0
2221;147063;9045;131;162;179;81;1002;1830;2071;3679;553;8582;13253;863.0;3808.0;608.0;293.0
2222;148350;9035;165;195;157;93;1262;2202;1816;4224;610;9504;14178;870.0;3804.0;745.0;306.0
