Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;AsymtomaticCCRDiscovered
2079;310592;18799;233;153;198;61;1782;1728;2290;2770;645;8570;18306;1822.0;7914.0;982.0;472.0
2080;314231;18984;221;182;174;77;1690;2055;2013;3497;654;9255;19090;1843.0;7992.0;930.0;457.0
2081;307093;18551;220;151;187;78;1682;1705;2163;3542;636;9092;18703;1801.0;7810.0;840.0;434.0
2082;311238;18721;244;163;183;66;1866;1841;2117;2997;656;8821;18528;1825.0;7882.0;1108.0;462.0
2083;304603;18469;206;172;184;72;1575;1942;2128;3270;634;8915;18477;1786.0;7776.0;989.0;430.0
2084;308477;18604;245;155;209;75;1874;1750;2418;3406;684;9448;19089;1809.0;7832.0;1027.0;475.0
2085;301971;18080;250;157;184;81;1912;1773;2128;3679;672;9492;18875;1771.0;7612.0;1140.0;466.0
2086;306722;18301;245;155;158;76;1874;1750;1828;3451;634;8903;18407;1799.0;7705.0;972.0;437.0
2087;299608;18122;223;161;167;77;1705;1818;1932;3497;628;8952;18338;1757.0;7629.0;930.0;435.0
2088;304551;18056;218;157;203;60;1667;1773;2348;2725;638;8513;17901;1786.0;7602.0;980.0;435.0
2089;297936;17724;207;156;189;89;1583;1762;2186;4042;641;9573;18782;1747.0;7462.0;861.0;439.0
2090;302568;18270;243;152;209;66;1858;1717;2418;2997;670;8990;18457;1775.0;7692.0;1036.0;463.0
2091;296196;17660;211;136;184;76;1614;1536;2128;3451;607;8729;17901;1737.0;7435.0;897.0;420.0
2092;300227;17908;195;157;187;81;1491;1773;2163;3679;620;9106;18406;1761.0;7539.0;785.0;418.0
2093;293948;17476;195;124;169;82;1491;1400;1955;3724;570;8570;17651;1724.0;7357.0;720.0;398.0
2094;299220;17863;227;154;186;77;1736;1739;2152;3497;644;9124;18399;1755.0;7520.0;1026.0;449.0
2095;292906;17551;219;165;172;61;1675;1863;1990;2770;617;8298;17405;1718.0;7389.0;828.0;421.0
2096;297567;17837;239;162;190;68;1828;1830;2198;3088;659;8944;18198;1745.0;7509.0;1037.0;462.0
2097;291405;17427;236;148;183;63;1805;1671;2117;2861;630;8454;17500;1709.0;7337.0;1004.0;449.0
2098;296551;17730;195;172;180;75;1491;1942;2082;3406;622;8921;18124;1739.0;7464.0;742.0;424.0
2099;290385;17469;209;135;191;73;1598;1525;2209;3315;608;8647;17705;1703.0;7355.0;985.0;416.0
2100;295242;17483;189;149;162;72;1445;1683;1874;3270;572;8272;17364;1732.0;7360.0;829.0;389.0
2101;289200;17172;207;146;164;63;1583;1649;1897;2861;580;7990;16915;1696.0;7229.0;832.0;385.0
2102;294597;17643;240;162;190;81;1835;1830;2198;3679;673;9542;18698;1728.0;7428.0;968.0;462.0
2103;288306;17150;215;147;177;61;1644;1660;2047;2770;600;8121;17032;1691.0;7220.0;949.0;395.0
2104;294299;17809;209;142;176;71;1598;1604;2036;3224;598;8462;17686;1726.0;7498.0;794.0;411.0
2105;288205;17215;195;170;187;84;1491;1920;2163;3815;636;9389;18327;1690.0;7248.0;863.0;429.0
2106;293086;17445;186;145;169;70;1422;1638;1955;3179;570;8194;17257;1719.0;7344.0;653.0;393.0
2107;287718;17103;197;136;147;63;1507;1536;1700;2861;543;7604;16491;1687.0;7200.0;906.0;374.0
2108;292122;17454;198;176;187;81;1514;1988;2163;3679;642;9344;18405;1713.0;7348.0;841.0;442.0
2109;286570;17049;206;139;160;77;1575;1570;1851;3497;582;8493;17352;1681.0;7178.0;824.0;374.0
2110;291860;17370;232;151;185;67;1774;1705;2140;3043;635;8662;17687;1712.0;7313.0;1027.0;448.0
2111;286305;17164;220;172;159;83;1682;1942;1839;3769;634;9232;18137;1679.0;7226.0;898.0;428.0
2112;291447;17613;204;141;173;67;1560;1592;2001;3043;585;8196;17320;1709.0;7415.0;866.0;391.0
2113;286742;17049;227;162;197;91;1736;1830;2279;4133;677;9978;18838;1682.0;7178.0;997.0;469.0
2114;292142;17536;226;167;160;78;1728;1886;1851;3542;631;9007;18103;1713.0;7383.0;974.0;432.0
2115;288209;17414;219;154;181;68;1675;1739;2094;3088;622;8596;17617;1690.0;7331.0;955.0;436.0
2116;292610;17701;219;144;166;65;1675;1626;1920;2952;594;8173;17341;1716.0;7452.0;885.0;397.0
2117;289664;17663;225;116;170;72;1721;1310;1966;3270;583;8267;17402;1699.0;7436.0;945.0;416.0
2118;293725;17577;217;154;155;79;1659;1739;1793;3588;605;8779;17902;1723.0;7400.0;917.0;403.0
2119;290185;17341;209;141;163;76;1598;1592;1885;3451;589;8526;17529;1702.0;7301.0;751.0;410.0
2120;294212;17644;182;115;165;70;1392;1299;1909;3179;532;7779;16933;1726.0;7428.0;887.0;376.0
2121;291274;17283;199;133;182;78;1522;1502;2105;3542;592;8671;17655;1708.0;7276.0;844.0;405.0
2122;294626;17710;208;131;168;79;1591;1479;1943;3588;586;8601;17785;1728.0;7456.0;882.0;396.0
2123;291822;17383;213;144;153;65;1629;1626;1770;2952;575;7977;17007;1712.0;7318.0;888.0;401.0
2124;294785;17881;243;135;180;73;1858;1525;2082;3315;631;8780;18037;1729.0;7528.0;1098.0;445.0
2125;291661;17587;208;145;165;71;1591;1638;1909;3224;589;8362;17477;1711.0;7404.0;920.0;411.0
2126;294420;17734;219;143;174;73;1675;1615;2013;3315;609;8618;17811;1727.0;7466.0;940.0;430.0
2127;291730;17494;207;147;168;68;1583;1660;1943;3088;590;8274;17350;1711.0;7365.0;813.0;403.0
2128;294368;17672;196;166;169;83;1499;1875;1955;3769;614;9098;18264;1726.0;7440.0;805.0;430.0
2129;292622;17598;215;145;176;60;1644;1638;2036;2725;596;8043;17168;1716.0;7409.0;780.0;422.0
2130;294807;17538;181;142;178;83;1384;1604;2059;3769;584;8816;17929;1729.0;7384.0;771.0;378.0
2131;292533;17710;187;155;173;69;1430;1750;2001;3134;584;8315;17487;1716.0;7456.0;840.0;408.0
2132;294912;17684;213;162;147;77;1629;1830;1700;3497;599;8656;17831;1730.0;7445.0;791.0;410.0
2133;293120;17313;199;163;151;62;1522;1841;1747;2816;575;7926;16934;1719.0;7289.0;865.0;384.0
2134;294614;17709;186;163;170;60;1422;1841;1966;2725;579;7954;17138;1728.0;7456.0;760.0;399.0
2135;293704;17544;203;135;180;69;1552;1525;2082;3134;587;8293;17402;1723.0;7386.0;847.0;419.0
2136;294800;17598;219;139;173;67;1675;1570;2001;3043;598;8289;17427;1729.0;7409.0;851.0;433.0
2137;294470;17688;201;131;180;54;1537;1479;2082;2452;566;7550;16724;1727.0;7447.0;796.0;392.0
2138;295029;17813;176;143;182;60;1346;1615;2105;2725;561;7791;17020;1730.0;7499.0;799.0;386.0
2139;294702;17572;208;142;169;52;1591;1604;1955;2362;571;7512;16638;1728.0;7398.0;1066.0;391.0
2140;295100;17692;219;163;146;71;1675;1841;1689;3224;599;8429;17608;1731.0;7448.0;962.0;433.0
2141;295035;17890;199;133;174;70;1522;1502;2013;3179;576;8216;17478;1730.0;7532.0;924.0;400.0
2142;295452;17929;214;134;175;56;1637;1513;2024;2543;579;7717;16998;1733.0;7548.0;929.0;418.0
2143;295728;17840;227;115;161;67;1736;1299;1862;3043;570;7940;17185;1734.0;7511.0;879.0;415.0
2144;295447;17772;195;144;176;90;1491;1626;2036;4087;605;9240;18455;1733.0;7482.0;638.0;424.0
2145;296041;17969;228;135;149;70;1744;1525;1724;3179;582;8172;17473;1736.0;7565.0;963.0;420.0
2146;295465;17674;199;140;177;64;1522;1581;2047;2907;580;8057;17231;1733.0;7441.0;747.0;389.0
2147;297276;17695;223;122;171;74;1705;1378;1978;3361;590;8422;17616;1744.0;7450.0;814.0;415.0
2148;295907;17927;179;143;185;59;1369;1615;2140;2679;566;7803;17085;1735.0;7547.0;751.0;386.0
2149;297267;17822;213;144;176;69;1629;1626;2036;3134;602;8425;17671;1743.0;7503.0;728.0;415.0
2150;295507;17571;225;130;172;67;1721;1468;1990;3043;594;8222;17352;1733.0;7397.0;972.0;429.0
2151;297459;17981;202;127;166;60;1545;1434;1920;2725;555;7624;16939;1745.0;7570.0;811.0;398.0
2152;295898;17805;216;117;165;62;1652;1321;1909;2816;560;7698;16929;1735.0;7496.0;896.0;404.0
2153;297917;17805;197;137;175;56;1507;1547;2024;2543;565;7621;16864;1747.0;7496.0;892.0;396.0
2154;296905;17897;241;163;164;56;1843;1841;1897;2543;624;8124;17400;1741.0;7535.0;1068.0;436.0
2155;297429;17918;222;160;158;63;1698;1807;1828;2861;603;8194;17482;1744.0;7544.0;797.0;412.0
2156;297022;17786;212;144;180;62;1621;1626;2082;2816;598;8145;17375;1742.0;7488.0;1138.0;438.0
2157;297470;18073;221;155;164;73;1690;1750;1897;3315;613;8652;18006;1745.0;7609.0;956.0;439.0
2158;297484;17769;210;136;169;62;1606;1536;1955;2816;577;7913;17139;1745.0;7481.0;921.0;413.0
2159;298048;17761;203;156;164;76;1552;1762;1897;3451;599;8662;17887;1748.0;7477.0;920.0;394.0
2160;298197;17893;193;134;192;74;1476;1513;2221;3361;593;8571;17853;1749.0;7533.0;673.0;402.0
2161;298225;17860;230;137;186;74;1759;1547;2152;3361;627;8819;18087;1749.0;7519.0;981.0;441.0
2162;299217;18183;188;118;160;63;1438;1333;1851;2861;529;7483;16893;1755.0;7655.0;809.0;393.0
2163;299020;18008;213;135;147;75;1629;1525;1700;3406;570;8260;17595;1754.0;7581.0;971.0;404.0
2164;299511;17948;185;146;176;60;1415;1649;2036;2725;567;7825;17138;1757.0;7556.0;645.0;393.0
2165;299658;17889;210;130;169;72;1606;1468;1955;3270;581;8299;17587;1757.0;7531.0;955.0;407.0
2166;299878;18058;194;145;158;70;1484;1638;1828;3179;567;8129;17491;1759.0;7603.0;690.0;398.0
2167;300059;17896;194;136;163;74;1484;1536;1885;3361;567;8266;17560;1760.0;7534.0;767.0;390.0
2168;300756;17818;219;120;160;71;1675;1355;1851;3224;570;8105;17370;1764.0;7501.0;736.0;411.0
2169;300336;18077;201;143;171;68;1537;1615;1978;3088;583;8218;17590;1761.0;7611.0;923.0;428.0
2170;301361;18067;215;141;172;72;1644;1592;1990;3270;600;8496;17869;1767.0;7606.0;858.0;434.0
2171;300742;17963;186;143;148;67;1422;1615;1712;3043;544;7792;17119;1764.0;7563.0;811.0;372.0
2172;301741;18200;221;177;178;72;1690;1999;2059;3270;648;9018;18450;1770.0;7662.0;924.0;449.0
2173;300562;18113;214;124;171;70;1637;1400;1978;3179;579;8194;17583;1763.0;7626.0;855.0;416.0
2174;301439;18084;222;156;157;61;1698;1762;1816;2770;596;8046;17427;1768.0;7613.0;996.0;419.0
2175;301314;18099;199;134;174;70;1522;1513;2013;3179;577;8227;17614;1767.0;7620.0;730.0;412.0
2176;301525;18017;200;133;175;52;1529;1502;2024;2362;560;7417;16770;1768.0;7585.0;892.0;403.0
2177;301256;18221;212;144;177;73;1621;1626;2047;3315;606;8609;18047;1767.0;7671.0;948.0;421.0
2178;301587;18153;196;168;173;66;1499;1897;2001;2997;603;8394;17806;1769.0;7643.0;803.0;401.0
2179;301430;18205;214;140;178;72;1637;1581;2059;3270;604;8547;17979;1768.0;7664.0;914.0;414.0
2180;301974;18015;225;129;180;74;1721;1457;2082;3361;608;8621;17976;1771.0;7584.0;959.0;442.0
2181;302609;18219;201;149;144;80;1537;1683;1666;3633;574;8519;17964;1775.0;7670.0;879.0;401.0
2182;302772;18298;205;142;177;63;1568;1604;2047;2861;587;8080;17560;1776.0;7704.0;881.0;419.0
2183;303763;18412;216;128;146;66;1652;1446;1689;2997;556;7784;17318;1782.0;7752.0;916.0;414.0
2184;304274;18282;189;149;162;75;1445;1683;1874;3406;575;8408;17890;1785.0;7697.0;780.0;390.0
2185;304041;18183;195;121;151;60;1491;1366;1747;2725;527;7329;16767;1783.0;7655.0;858.0;378.0
2186;305077;18337;198;153;166;70;1514;1728;1920;3179;587;8341;17850;1789.0;7720.0;924.0;403.0
2187;304975;18342;174;149;197;70;1331;1683;2279;3179;590;8472;17983;1789.0;7722.0;707.0;416.0
2188;304573;18122;230;151;157;67;1759;1705;1816;3043;605;8323;17738;1786.0;7629.0;1036.0;419.0
2189;304786;18321;190;138;155;61;1453;1558;1793;2770;544;7574;17075;1788.0;7713.0;876.0;375.0
2190;304602;18141;210;125;137;62;1606;1412;1585;2816;534;7419;16842;1786.0;7637.0;929.0;379.0
2191;303650;18144;198;150;179;58;1514;1694;2071;2634;585;7913;17333;1781.0;7639.0;956.0;414.0
2192;304542;18216;223;135;152;70;1705;1525;1758;3179;580;8167;17622;1786.0;7669.0;1007.0;413.0
2193;303597;18114;205;155;161;67;1568;1750;1862;3043;588;8223;17630;1781.0;7626.0;1030.0;408.0
2194;304594;17996;204;153;156;89;1560;1728;1805;4042;602;9135;18497;1786.0;7576.0;770.0;421.0
2195;303958;18277;214;135;165;63;1637;1525;1909;2861;577;7932;17410;1783.0;7695.0;985.0;407.0
2196;304970;18056;199;141;161;59;1522;1592;1862;2679;560;7655;17046;1789.0;7602.0;810.0;397.0
2197;303690;18117;210;133;166;68;1606;1502;1920;3088;577;8116;17524;1781.0;7627.0;923.0;412.0
2198;304487;18341;203;142;172;65;1552;1604;1990;2952;582;8098;17606;1786.0;7722.0;882.0;422.0
2199;303928;18287;217;146;195;66;1659;1649;2256;2997;624;8561;18043;1783.0;7699.0;832.0;434.0
2200;304445;18023;211;130;164;76;1614;1468;1897;3451;581;8430;17804;1786.0;7588.0;878.0;412.0
2201;304352;18247;197;133;147;67;1507;1502;1700;3043;544;7752;17219;1785.0;7682.0;942.0;377.0
2202;304963;18264;212;155;165;72;1621;1750;1909;3270;604;8550;18028;1789.0;7689.0;955.0;403.0
2203;303537;18254;195;146;143;71;1491;1649;1654;3224;555;8018;17483;1780.0;7685.0;802.0;389.0
2204;305223;18171;202;145;139;79;1545;1638;1608;3588;565;8379;17819;1790.0;7650.0;861.0;370.0
2205;303135;18147;216;139;177;71;1652;1570;2047;3224;603;8493;17911;1778.0;7640.0;908.0;434.0
2206;305490;18331;208;124;157;82;1591;1400;1816;3724;571;8531;18040;1792.0;7717.0;758.0;404.0
2207;302551;18278;223;139;175;69;1705;1570;2024;3134;606;8433;17902;1774.0;7695.0;921.0;441.0
2208;305275;18295;221;132;151;70;1690;1491;1747;3179;574;8107;17599;1790.0;7702.0;874.0;415.0
2209;302670;18024;221;138;174;72;1690;1558;2013;3270;605;8531;17894;1775.0;7588.0;909.0;425.0
2210;304822;18129;193;147;160;74;1476;1660;1851;3361;574;8348;17768;1788.0;7632.0;904.0;414.0
2211;303325;18063;210;126;173;75;1606;1423;2001;3406;584;8436;17820;1779.0;7605.0;898.0;396.0
2212;305828;18466;211;141;166;67;1614;1592;1920;3043;585;8169;17737;1794.0;7774.0;997.0;406.0
2213;303089;18362;204;147;181;67;1560;1660;2094;3043;599;8357;17865;1778.0;7730.0;1091.0;413.0
2214;305941;18300;220;147;155;77;1682;1660;1793;3497;599;8632;18130;1794.0;7704.0;920.0;424.0
2215;302813;18346;211;126;153;65;1614;1423;1770;2952;555;7759;17259;1776.0;7724.0;1047.0;408.0
2216;306001;18339;196;142;180;64;1499;1604;2082;2907;582;8092;17608;1795.0;7721.0;878.0;424.0
2217;301657;18255;184;105;169;69;1407;1186;1955;3134;527;7682;17136;1769.0;7685.0;736.0;382.0
2218;306480;18438;219;145;174;64;1675;1638;2013;2907;602;8233;17793;1798.0;7762.0;950.0;443.0
2219;301147;17992;171;132;151;60;1308;1491;1747;2725;514;7271;16612;1766.0;7575.0;652.0;350.0
2220;306164;18633;223;118;167;69;1705;1333;1932;3134;577;8104;17745;1796.0;7845.0;840.0;415.0
2221;300803;18296;218;133;159;65;1667;1502;1839;2952;575;7960;17427;1764.0;7703.0;909.0;418.0
2222;307103;18494;196;166;167;83;1499;1875;1932;3769;612;9075;18662;1801.0;7786.0;984.0;417.0
