Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;AsymtomaticCCRDiscovered
2086;214798;12790;195;183;156;93;1491;2067;1805;4224;627;9587;16232;1260.0;5385.0;838.0;352.0
2087;210786;12728;204;174;173;75;1560;1965;2001;3406;626;8932;15527;1236.0;5359.0;890.0;355.0
2088;211638;12524;200;176;182;82;1529;1988;2105;3724;640;9346;15860;1241.0;5273.0;745.0;367.0
2089;208969;12483;170;187;192;88;1300;2112;2221;3996;637;9629;16110;1226.0;5255.0;825.0;357.0
2090;208890;12574;185;173;187;105;1415;1954;2163;4768;650;10300;16819;1225.0;5294.0;818.0;373.0
2091;207080;12340;186;163;184;88;1422;1841;2128;3996;621;9387;15797;1215.0;5195.0;855.0;354.0
2092;207515;12487;182;180;183;85;1392;2033;2117;3860;630;9402;15876;1217.0;5257.0;789.0;356.0
2093;205872;12315;177;164;173;86;1354;1852;2001;3906;600;9113;15505;1207.0;5185.0;765.0;343.0
2094;205117;12201;173;175;168;74;1323;1976;1943;3361;590;8603;14943;1203.0;5137.0;741.0;347.0
2095;204320;12248;188;175;191;76;1438;1976;2209;3451;630;9074;15428;1198.0;5156.0;829.0;361.0
2096;204808;12230;170;195;174;74;1300;2202;2013;3361;613;8876;15226;1201.0;5149.0;743.0;326.0
2097;205010;12295;179;191;182;78;1369;2157;2105;3542;630;9173;15551;1202.0;5176.0;697.0;361.0
2098;205369;12337;193;173;162;69;1476;1954;1874;3134;597;8438;14836;1204.0;5194.0;905.0;345.0
2099;205797;12489;179;156;196;85;1369;1762;2267;3860;616;9258;15723;1207.0;5258.0;703.0;340.0
2100;205943;12130;184;154;158;77;1407;1739;1828;3497;573;8471;14786;1208.0;5107.0;720.0;323.0
2101;205964;12366;174;183;199;73;1331;2067;2302;3315;629;9015;15429;1208.0;5206.0;743.0;364.0
2102;205325;12260;188;158;168;82;1438;1784;1943;3724;596;8889;15255;1204.0;5162.0;943.0;340.0
2103;205421;12380;185;173;193;87;1415;1954;2233;3951;638;9553;15970;1205.0;5212.0;751.0;370.0
2104;204152;12391;171;167;178;82;1308;1886;2059;3724;598;8977;15391;1197.0;5217.0;778.0;346.0
2105;206030;12364;187;181;156;100;1430;2044;1805;4541;624;9820;16233;1208.0;5205.0;689.0;349.0
2106;203708;12087;161;168;186;73;1231;1897;2152;3315;588;8595;14879;1195.0;5089.0;785.0;337.0
2107;206690;12303;151;170;161;86;1155;1920;1862;3906;568;8843;15235;1212.0;5180.0;683.0;312.0
2108;203482;12076;175;185;171;74;1338;2089;1978;3361;605;8766;15043;1193.0;5084.0;779.0;323.0
2109;205676;12369;181;181;193;82;1384;2044;2233;3724;637;9385;15798;1206.0;5207.0;766.0;362.0
2110;202484;12168;205;177;156;80;1568;1999;1805;3633;618;9005;15316;1188.0;5123.0;791.0;353.0
2111;205930;12399;191;181;159;76;1461;2044;1839;3451;607;8795;15223;1208.0;5220.0;867.0;335.0
2112;201894;12229;179;192;160;87;1369;2168;1851;3951;618;9339;15671;1184.0;5148.0;881.0;357.0
2113;205789;12301;185;159;163;70;1415;1796;1885;3179;577;8275;14661;1207.0;5179.0;880.0;332.0
2114;201888;12117;173;158;152;83;1323;1784;1758;3769;566;8634;14919;1184.0;5101.0;702.0;318.0
2115;205583;12433;191;187;186;81;1461;2112;2152;3679;645;9404;15844;1206.0;5234.0;753.0;372.0
2116;201685;12286;175;172;189;59;1338;1942;2186;2679;595;8145;14500;1183.0;5172.0;779.0;365.0
2117;205792;12646;189;171;166;83;1445;1931;1920;3769;609;9065;15596;1207.0;5324.0;832.0;366.0
2118;201035;12093;202;150;185;97;1545;1694;2140;4405;634;9784;16054;1179.0;5091.0;859.0;356.0
2119;205951;12279;174;177;155;77;1331;1999;1793;3497;583;8620;14998;1208.0;5170.0;858.0;323.0
2120;200255;12101;175;150;175;93;1338;1694;2024;4224;593;9280;15549;1174.0;5095.0;678.0;344.0
2121;205733;12192;166;150;173;82;1269;1694;2001;3724;571;8688;15028;1207.0;5133.0;724.0;347.0
2122;201179;12118;182;171;184;82;1392;1931;2128;3724;619;9175;15457;1180.0;5102.0;772.0;356.0
2123;205756;12369;178;162;193;71;1361;1830;2233;3224;604;8648;15062;1207.0;5207.0;727.0;366.0
2124;201640;12335;172;143;166;78;1315;1615;1920;3542;559;8392;14768;1183.0;5193.0;702.0;334.0
2125;206042;12483;194;141;163;81;1484;1592;1885;3679;579;8640;15103;1208.0;5255.0;857.0;358.0
2126;202487;12210;192;170;167;78;1468;1920;1932;3542;607;8862;15190;1188.0;5140.0;855.0;345.0
2127;205830;12369;177;166;173;90;1354;1875;2001;4087;606;9317;15731;1207.0;5207.0;772.0;362.0
2128;202959;12273;187;143;168;83;1430;1615;1943;3769;581;8757;15114;1190.0;5167.0;771.0;354.0
2129;206234;12437;162;158;162;69;1239;1784;1874;3134;551;8031;14477;1210.0;5236.0;794.0;322.0
2130;203598;12137;186;156;162;74;1422;1762;1874;3361;578;8419;14723;1194.0;5110.0;789.0;331.0
2131;205751;12447;144;163;136;62;1101;1841;1573;2816;505;7331;13778;1207.0;5240.0;604.0;289.0
2132;202981;12332;190;166;162;60;1453;1875;1874;2725;578;7927;14309;1190.0;5192.0;908.0;354.0
2133;204719;12204;177;200;153;84;1354;2259;1770;3815;614;9198;15537;1201.0;5138.0;765.0;364.0
2134;202045;12179;162;176;168;69;1239;1988;1943;3134;575;8304;14616;1185.0;5127.0;671.0;321.0
2135;203780;12085;170;145;161;78;1300;1638;1862;3542;554;8342;14625;1195.0;5088.0;647.0;328.0
2136;202398;12177;180;177;172;78;1377;1999;1990;3542;607;8908;15222;1187.0;5127.0;720.0;354.0
2137;203314;12362;173;190;173;67;1323;2146;2001;3043;603;8513;14909;1192.0;5204.0;675.0;335.0
2138;203350;12268;161;138;197;67;1231;1558;2279;3043;563;8111;14469;1193.0;5165.0;657.0;328.0
2139;202769;12089;168;155;170;68;1285;1750;1966;3088;561;8089;14368;1189.0;5090.0;791.0;330.0
2140;204566;12246;176;165;159;69;1346;1863;1839;3134;569;8182;14538;1200.0;5156.0;746.0;346.0
2141;202649;12324;189;175;167;80;1445;1976;1932;3633;611;8986;15363;1189.0;5188.0;844.0;364.0
2142;205860;12433;173;133;160;84;1323;1502;1851;3815;550;8491;14932;1207.0;5234.0;788.0;331.0
2143;202622;12260;159;145;144;82;1216;1638;1666;3724;530;8244;14594;1188.0;5162.0;685.0;303.0
2144;206559;12372;192;149;157;70;1468;1683;1816;3179;568;8146;14566;1211.0;5209.0;832.0;358.0
2145;203954;12446;191;158;156;87;1461;1784;1805;3951;592;9001;15437;1196.0;5240.0;767.0;369.0
2146;207113;12405;151;167;178;94;1155;1886;2059;4269;590;9369;15807;1215.0;5223.0;664.0;332.0
2147;204143;12269;199;177;180;78;1522;1999;2082;3542;634;9145;15507;1197.0;5165.0;826.0;368.0
2148;207822;12638;176;160;185;66;1346;1807;2140;2997;587;8290;14830;1219.0;5321.0;786.0;350.0
2149;203741;12254;190;167;170;80;1453;1886;1966;3633;607;8938;15292;1195.0;5159.0;672.0;353.0
2150;208483;12367;178;146;179;62;1361;1649;2071;2816;565;7897;14327;1223.0;5207.0;796.0;339.0
2151;204526;12454;191;168;182;74;1461;1897;2105;3361;615;8824;15267;1200.0;5243.0;712.0;353.0
2152;207785;12392;191;181;168;73;1461;2044;1943;3315;613;8763;15199;1219.0;5217.0;854.0;351.0
2153;203159;12146;152;146;176;84;1162;1649;2036;3815;558;8662;14968;1192.0;5114.0;699.0;333.0
2154;207501;12383;197;155;162;68;1507;1750;1874;3088;582;8219;14649;1217.0;5213.0;888.0;352.0
2155;203396;12264;196;165;153;81;1499;1863;1770;3679;595;8811;15167;1193.0;5163.0;830.0;351.0
2156;208190;12482;178;175;151;68;1361;1976;1747;3088;572;8172;14648;1221.0;5255.0;818.0;331.0
2157;203994;12367;157;145;157;77;1201;1638;1816;3497;536;8152;14555;1196.0;5207.0;682.0;299.0
2158;206978;12424;205;180;170;76;1568;2033;1966;3451;631;9018;15463;1214.0;5231.0;920.0;385.0
2159;203238;12244;185;152;170;83;1415;1717;1966;3769;590;8867;15214;1192.0;5155.0;758.0;358.0
2160;206291;12454;188;169;166;83;1438;1909;1920;3769;606;9036;15489;1210.0;5243.0;720.0;350.0
2161;203249;12155;195;163;164;80;1491;1841;1897;3633;602;8862;15171;1192.0;5117.0;847.0;360.0
2162;205995;12578;186;149;181;77;1422;1683;2094;3497;593;8696;15199;1208.0;5295.0;758.0;359.0
2163;203336;12189;164;139;177;69;1254;1570;2047;3134;549;8005;14330;1193.0;5132.0;707.0;325.0
2164;205507;12243;156;158;153;91;1193;1784;1770;4133;558;8880;15239;1205.0;5154.0;613.0;312.0
2165;202258;12147;168;164;168;83;1285;1852;1943;3769;583;8849;15149;1186.0;5114.0;798.0;316.0
2166;204953;12296;161;165;163;75;1231;1863;1885;3406;564;8385;14764;1202.0;5177.0;593.0;331.0
2167;201946;12151;197;143;177;93;1507;1615;2047;4224;610;9393;15693;1184.0;5116.0;878.0;384.0
2168;204787;12015;178;147;152;82;1361;1660;1758;3724;559;8503;14762;1201.0;5058.0;691.0;341.0
2169;201938;12183;183;178;157;84;1399;2010;1816;3815;602;9040;15353;1184.0;5129.0;673.0;347.0
2170;204324;12338;177;180;146;74;1354;2033;1689;3361;577;8437;14829;1198.0;5194.0;646.0;338.0
2171;202338;12194;157;157;164;81;1201;1773;1897;3679;559;8550;14871;1187.0;5134.0;723.0;338.0
2172;203511;12318;184;168;145;87;1407;1897;1677;3951;584;8932;15312;1194.0;5186.0;768.0;357.0
2173;202803;12365;182;171;161;92;1392;1931;1862;4178;606;9363;15758;1189.0;5206.0;713.0;364.0
2174;202927;12256;195;154;184;77;1491;1739;2128;3497;610;8855;15205;1190.0;5160.0;791.0;380.0
2175;203925;12351;183;152;127;66;1399;1717;1469;2997;528;7582;13978;1196.0;5200.0;747.0;316.0
2176;202561;12199;204;164;159;69;1560;1852;1839;3134;596;8385;14709;1188.0;5136.0;808.0;371.0
2177;204064;12327;159;153;178;65;1216;1728;2059;2952;555;7955;14342;1197.0;5190.0;697.0;336.0
2178;202107;12222;178;169;150;78;1361;1909;1735;3542;575;8547;14878;1185.0;5146.0;795.0;333.0
2179;204382;12387;183;160;176;68;1399;1807;2036;3088;587;8330;14744;1199.0;5215.0;859.0;338.0
2180;202071;12026;172;145;172;71;1315;1638;1990;3224;560;8167;14415;1185.0;5063.0;647.0;331.0
2181;203386;12285;181;169;178;77;1384;1909;2059;3497;605;8849;15214;1193.0;5172.0;915.0;352.0
2182;202200;12287;159;165;153;81;1216;1863;1770;3679;558;8528;14887;1186.0;5173.0;660.0;346.0
2183;202956;12301;187;162;165;75;1430;1830;1909;3406;589;8575;14944;1190.0;5179.0;764.0;360.0
2184;202247;12232;166;165;146;70;1269;1863;1689;3179;547;8000;14336;1186.0;5150.0;675.0;327.0
2185;203768;12206;183;179;156;78;1399;2021;1805;3542;596;8767;15101;1195.0;5139.0;825.0;344.0
2186;202180;12179;160;146;181;81;1224;1649;2094;3679;568;8646;14959;1186.0;5127.0;688.0;336.0
2187;203843;12222;150;155;164;73;1147;1750;1897;3315;542;8109;14451;1196.0;5146.0;718.0;312.0
2188;202969;12085;183;153;160;82;1399;1728;1851;3724;578;8702;14980;1190.0;5088.0;813.0;334.0
2189;204783;12279;159;171;162;75;1216;1931;1874;3406;567;8427;14798;1201.0;5170.0;797.0;328.0
2190;203090;12052;168;156;142;73;1285;1762;1643;3315;539;8005;14270;1191.0;5074.0;726.0;302.0
2191;204720;12245;193;156;188;75;1476;1762;2175;3406;612;8819;15175;1201.0;5155.0;961.0;380.0
2192;203454;12240;190;152;142;74;1453;1717;1643;3361;558;8174;14520;1193.0;5153.0;775.0;329.0
2193;204688;12254;189;154;173;82;1445;1739;2001;3724;598;8909;15268;1200.0;5159.0;886.0;354.0
2194;204056;12161;142;147;147;80;1086;1660;1700;3633;516;8079;14396;1197.0;5120.0;698.0;293.0
2195;205681;12333;179;149;175;76;1369;1683;2024;3451;579;8527;14925;1206.0;5192.0;817.0;341.0
2196;204089;12049;166;168;137;80;1269;1897;1585;3633;551;8384;14654;1197.0;5073.0;666.0;325.0
2197;205125;12358;178;140;184;63;1361;1581;2128;2861;565;7931;14337;1203.0;5203.0;829.0;338.0
2198;203601;12292;164;173;141;73;1254;1954;1631;3315;551;8154;14523;1194.0;5175.0;708.0;330.0
2199;204534;12325;169;161;168;73;1292;1818;1943;3315;571;8368;14757;1200.0;5189.0;768.0;333.0
2200;203632;11946;170;154;156;79;1300;1739;1805;3588;559;8432;14655;1194.0;5029.0;728.0;314.0
2201;204957;12427;180;166;159;76;1377;1875;1839;3451;581;8542;14976;1202.0;5232.0;759.0;348.0
2202;204058;12116;188;149;155;83;1438;1683;1793;3769;575;8683;14981;1197.0;5101.0;800.0;359.0
2203;204775;12385;190;175;162;69;1453;1976;1874;3134;596;8437;14852;1201.0;5214.0;904.0;348.0
2204;204450;12275;175;159;139;84;1338;1796;1608;3815;557;8557;14924;1199.0;5168.0;763.0;339.0
2205;205236;12364;178;148;165;86;1361;1671;1909;3906;577;8847;15256;1204.0;5205.0;762.0;342.0
2206;205581;12352;170;161;154;90;1300;1818;1781;4087;575;8986;15392;1206.0;5200.0;770.0;330.0
2207;205470;12435;187;155;189;89;1430;1750;2186;4042;620;9408;15848;1205.0;5235.0;797.0;379.0
2208;206054;12345;182;155;159;85;1392;1750;1839;3860;581;8841;15247;1209.0;5197.0;719.0;333.0
2209;205263;12141;178;159;154;64;1361;1796;1781;2907;555;7845;14160;1204.0;5111.0;764.0;332.0
2210;206541;12325;174;161;159;76;1331;1818;1839;3451;570;8439;14839;1211.0;5189.0;783.0;328.0
2211;205002;12222;207;155;131;75;1583;1750;1515;3406;568;8254;14602;1202.0;5146.0;943.0;357.0
2212;207102;12545;172;168;166;84;1315;1897;1920;3815;590;8947;15444;1215.0;5282.0;718.0;353.0
2213;204744;12489;175;169;163;75;1338;1909;1885;3406;582;8538;14997;1201.0;5258.0;662.0;347.0
2214;206575;12400;179;180;142;98;1369;2033;1643;4451;599;9496;15928;1212.0;5220.0;741.0;357.0
2215;204258;12398;202;147;163;66;1545;1660;1885;2997;578;8087;14505;1198.0;5220.0;964.0;356.0
2216;206447;12590;187;146;183;94;1430;1649;2117;4269;610;9465;15976;1211.0;5300.0;891.0;370.0
2217;204966;12468;179;146;188;69;1369;1649;2175;3134;582;8327;14778;1202.0;5249.0;866.0;353.0
2218;207058;12446;167;144;172;94;1277;1626;1990;4269;577;9162;15616;1214.0;5240.0;780.0;359.0
2219;205561;12320;157;145;184;72;1201;1638;2128;3270;558;8237;14630;1206.0;5187.0;697.0;326.0
2220;206152;12561;169;153;179;74;1292;1728;2071;3361;575;8452;14949;1209.0;5288.0;659.0;353.0
2221;205462;12440;169;144;142;77;1292;1626;1643;3497;532;8058;14500;1205.0;5237.0;743.0;316.0
2222;206479;12516;187;164;158;86;1430;1852;1828;3906;595;9016;15496;1211.0;5269.0;843.0;370.0
