Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;AsymtomaticCCRDiscovered
2052;180306;10783;211;181;205;102;1614;2044;2371;4632;699;10661;16258;1057.0;4540.0;919.0;387.0
2053;181629;10851;160;193;186;89;1224;2180;2152;4042;628;9598;15231;1065.0;4568.0;604.0;325.0
2054;182420;10961;218;206;204;101;1667;2326;2360;4587;729;10940;16625;1070.0;4615.0;936.0;386.0
2055;183010;11176;200;196;228;117;1529;2213;2637;5313;741;11692;17470;1073.0;4705.0;935.0;393.0
2056;183091;11044;224;203;172;107;1713;2293;1990;4859;706;10855;16579;1074.0;4650.0;989.0;384.0
2057;183531;11223;226;196;177;108;1728;2213;2047;4905;707;10893;16694;1076.0;4725.0;873.0;403.0
2058;183214;11211;232;195;192;91;1774;2202;2221;4133;710;10330;16125;1075.0;4720.0;1034.0;394.0
2059;184966;11238;205;221;220;111;1568;2496;2545;5041;757;11650;17466;1085.0;4731.0;870.0;397.0
2060;184318;11142;194;204;199;108;1484;2304;2302;4905;705;10995;16767;1081.0;4691.0;739.0;393.0
2061;185589;11161;212;190;211;99;1621;2146;2441;4496;712;10704;16491;1088.0;4699.0;922.0;405.0
2062;184828;11308;205;212;186;114;1568;2394;2152;5177;717;11291;17136;1084.0;4761.0;866.0;392.0
2063;184862;11281;197;214;205;107;1507;2417;2371;4859;723;11154;16987;1084.0;4749.0;808.0;382.0
2064;183448;11208;201;213;200;100;1537;2405;2313;4541;714;10796;16591;1076.0;4719.0;798.0;390.0
2065;182928;11166;222;209;187;89;1698;2360;2163;4042;707;10263;16037;1073.0;4701.0;920.0;410.0
2066;180585;11088;192;199;196;75;1468;2247;2267;3406;662;9388;15115;1059.0;4668.0;843.0;365.0
2067;179755;10847;196;205;207;98;1499;2315;2394;4451;706;10659;16280;1054.0;4567.0;719.0;371.0
2068;178431;10969;198;224;200;118;1514;2530;2313;5359;740;11716;17380;1046.0;4618.0;813.0;393.0
2069;177970;11098;205;215;211;96;1568;2428;2441;4360;727;10797;16513;1044.0;4672.0;825.0;393.0
2070;174966;10678;193;194;205;104;1476;2191;2371;4723;696;10761;16282;1026.0;4495.0;756.0;365.0
2071;174090;10621;201;200;204;102;1537;2259;2360;4632;707;10788;16280;1021.0;4471.0;792.0;380.0
2072;171706;10409;215;205;223;101;1644;2315;2580;4587;744;11126;16515;1007.0;4382.0;916.0;385.0
2073;169848;10326;164;217;175;114;1254;2451;2024;5177;670;10906;16249;996.0;4347.0;660.0;317.0
2074;168370;10221;176;223;167;90;1346;2518;1932;4087;656;9883;15173;987.0;4303.0;783.0;322.0
2075;166259;10185;184;195;232;93;1407;2202;2684;4224;704;10517;15780;975.0;4288.0;707.0;370.0
2076;165502;10055;168;185;182;81;1285;2089;2105;3679;616;9158;14362;971.0;4233.0;741.0;329.0
2077;163723;9970;184;211;188;91;1407;2383;2175;4133;674;10098;15255;960.0;4197.0;658.0;353.0
2078;163754;9971;182;216;184;87;1392;2439;2128;3951;669;9910;15068;960.0;4198.0;887.0;347.0
2079;161942;9765;154;217;185;85;1178;2451;2140;3860;641;9629;14690;950.0;4111.0;577.0;320.0
2080;162130;9865;174;211;170;101;1331;2383;1966;4587;656;10267;15371;951.0;4153.0;649.0;336.0
2081;160368;9738;169;210;195;80;1292;2372;2256;3633;654;9553;14594;941.0;4100.0;833.0;313.0
2082;160376;9777;162;176;185;101;1239;1988;2140;4587;624;9954;15011;941.0;4116.0;652.0;313.0
2083;158846;9768;196;240;176;88;1499;2710;2036;3996;700;10241;15285;932.0;4112.0;727.0;364.0
2084;157571;9623;178;202;183;82;1361;2281;2117;3724;645;9483;14458;924.0;4051.0;790.0;325.0
2085;156121;9455;162;211;182;99;1239;2383;2105;4496;654;10223;15120;916.0;3981.0;620.0;310.0
2086;154934;9357;169;209;155;96;1292;2360;1793;4360;629;9805;14653;909.0;3939.0;735.0;302.0
2087;153332;9325;182;191;178;87;1392;2157;2059;3951;638;9559;14384;899.0;3926.0;741.0;318.0
2088;152134;9104;178;182;183;75;1361;2055;2117;3406;618;8939;13664;892.0;3833.0;730.0;316.0
2089;151150;9096;172;197;169;100;1315;2225;1955;4541;638;10036;14751;886.0;3829.0;666.0;313.0
2090;149295;8951;172;196;179;91;1315;2213;2071;4133;638;9732;14376;876.0;3768.0;839.0;313.0
2091;148495;8896;151;181;186;94;1155;2044;2152;4269;612;9620;14236;871.0;3745.0;695.0;308.0
2092;148102;8977;155;195;175;101;1185;2202;2024;4587;626;9998;14646;869.0;3779.0;580.0;304.0
2093;148196;8984;161;152;182;97;1231;1717;2105;4405;592;9458;14109;869.0;3782.0;650.0;314.0
2094;146342;8744;157;192;159;85;1201;2168;1839;3860;593;9068;13607;858.0;3681.0;630.0;285.0
2095;146749;8870;162;174;190;74;1239;1965;2198;3361;600;8763;13358;861.0;3734.0;597.0;293.0
2096;145730;8768;151;207;191;72;1155;2338;2209;3270;621;8972;13518;855.0;3691.0;563.0;292.0
2097;146745;8857;136;218;192;93;1040;2462;2221;4224;639;9947;14537;861.0;3729.0;495.0;292.0
2098;144706;8805;150;172;157;86;1147;1942;1816;3906;565;8811;13367;849.0;3707.0;624.0;272.0
2099;147144;9001;171;179;184;118;1308;2021;2128;5359;652;10816;15468;863.0;3789.0;639.0;297.0
2100;145337;8665;148;164;174;95;1132;1852;2013;4314;581;9311;13811;852.0;3648.0;564.0;282.0
2101;146734;8891;156;213;198;73;1193;2405;2290;3315;640;9203;13807;861.0;3743.0;634.0;317.0
2102;145098;8698;164;181;161;93;1254;2044;1862;4224;599;9384;13897;851.0;3662.0;698.0;284.0
2103;146379;8845;180;180;180;78;1377;2033;2082;3542;618;9034;13617;859.0;3724.0;745.0;325.0
2104;144549;8827;159;168;164;81;1216;1897;1897;3679;572;8689;13253;848.0;3716.0;632.0;292.0
2105;146098;8838;142;179;161;94;1086;2021;1862;4269;576;9238;13816;857.0;3721.0;564.0;268.0
2106;145070;8718;143;201;179;84;1094;2270;2071;3815;607;9250;13771;851.0;3670.0;610.0;275.0
2107;146638;8874;161;203;145;101;1231;2293;1677;4587;610;9788;14384;860.0;3736.0;710.0;316.0
2108;145367;8715;177;192;168;76;1354;2168;1943;3451;613;8916;13438;853.0;3669.0;804.0;323.0
2109;145925;8762;160;188;164;73;1224;2123;1897;3315;585;8559;13104;856.0;3689.0;663.0;271.0
2110;145386;8714;172;179;179;91;1315;2021;2071;4133;621;9540;14062;853.0;3669.0;748.0;303.0
2111;145479;8896;127;213;154;82;971;2405;1781;3724;576;8881;13479;853.0;3745.0;606.0;278.0
2112;144937;8829;162;200;159;98;1239;2259;1839;4451;619;9788;14355;850.0;3717.0;598.0;303.0
2113;145801;8818;166;172;169;79;1269;1942;1955;3588;586;8754;13321;855.0;3712.0;612.0;284.0
2114;144736;8741;146;171;163;87;1116;1931;1885;3951;567;8883;13412;849.0;3680.0;548.0;287.0
2115;145089;8913;188;188;166;78;1438;2123;1920;3542;620;9023;13626;851.0;3752.0;742.0;320.0
2116;144726;8797;154;189;183;68;1178;2134;2117;3088;594;8517;13070;849.0;3704.0;721.0;312.0
2117;144872;8966;182;180;169;99;1392;2033;1955;4496;630;9876;14501;850.0;3775.0;740.0;308.0
2118;144521;8780;167;184;165;97;1277;2078;1909;4405;613;9669;14213;848.0;3696.0;719.0;302.0
2119;144819;8696;154;182;173;87;1178;2055;2001;3951;596;9185;13695;849.0;3661.0;645.0;291.0
2120;144994;8767;161;175;178;84;1231;1976;2059;3815;598;9081;13622;850.0;3691.0;683.0;311.0
2121;144788;8634;146;180;167;91;1116;2033;1932;4133;584;9214;13698;849.0;3635.0;598.0;298.0
2122;145279;8812;157;187;154;105;1201;2112;1781;4768;603;9862;14424;852.0;3710.0;594.0;288.0
2123;144750;8702;143;173;162;81;1094;1954;1874;3679;559;8601;13114;849.0;3664.0;608.0;267.0
2124;145897;9046;157;165;154;82;1201;1863;1781;3724;558;8569;13233;856.0;3808.0;705.0;273.0
2125;145191;8923;162;157;167;100;1239;1773;1932;4541;586;9485;14094;852.0;3757.0;601.0;308.0
2126;145797;8926;137;186;207;69;1048;2101;2394;3134;599;8677;13290;855.0;3758.0;524.0;308.0
2127;145749;8864;140;185;163;95;1071;2089;1885;4314;583;9359;13946;855.0;3732.0;549.0;283.0
2128;145447;8881;157;179;162;78;1201;2021;1874;3542;576;8638;13230;853.0;3739.0;633.0;307.0
2129;146643;8919;149;191;172;96;1139;2157;1990;4360;608;9646;14261;860.0;3755.0;598.0;306.0
2130;146227;8755;177;188;154;73;1354;2123;1781;3315;592;8573;13117;858.0;3686.0;793.0;300.0
2131;147648;9018;144;187;146;80;1101;2112;1689;3633;557;8535;13198;866.0;3797.0;546.0;253.0
2132;145734;8878;148;184;170;73;1132;2078;1966;3315;575;8491;13084;855.0;3738.0;621.0;281.0
2133;148554;8999;153;196;155;78;1170;2213;1793;3542;582;8718;13378;871.0;3789.0;545.0;302.0
2134;146386;8902;145;191;161;78;1109;2157;1862;3542;575;8670;13277;859.0;3748.0;718.0;285.0
2135;149142;8877;147;167;167;85;1124;1886;1932;3860;566;8802;13414;875.0;3737.0;584.0;277.0
2136;147076;8887;162;177;160;88;1239;1999;1851;3996;587;9085;13689;863.0;3741.0;580.0;309.0
2137;150412;9276;162;180;178;90;1239;2033;2059;4087;610;9418;14205;882.0;3905.0;591.0;314.0
2138;147866;9043;152;181;185;74;1162;2044;2140;3361;592;8707;13381;867.0;3807.0;598.0;289.0
2139;150660;9075;169;137;176;75;1292;1547;2036;3406;557;8281;12986;884.0;3821.0;688.0;298.0
2140;148934;8962;144;177;164;78;1101;1999;1897;3542;563;8539;13185;873.0;3773.0;613.0;287.0
2141;152156;9279;160;186;170;81;1224;2101;1966;3679;597;8970;13769;892.0;3907.0;619.0;318.0
2142;149220;9114;164;167;150;98;1254;1886;1735;4451;579;9326;14038;875.0;3837.0;669.0;302.0
2143;152134;9360;174;173;139;81;1331;1954;1608;3679;567;8572;13405;892.0;3941.0;696.0;302.0
2144;149574;9012;175;159;170;81;1338;1796;1966;3679;585;8779;13450;877.0;3794.0;693.0;329.0
2145;151991;9366;163;171;175;103;1247;1931;2024;4678;612;9880;14714;891.0;3943.0;556.0;315.0
2146;149127;8995;134;173;164;85;1025;1954;1897;3860;556;8736;13398;875.0;3787.0;565.0;280.0
2147;151400;9125;169;182;158;103;1292;2055;1828;4678;612;9853;14583;888.0;3842.0;615.0;302.0
2148;148467;9067;157;188;167;85;1201;2123;1932;3860;597;9116;13804;871.0;3817.0;582.0;282.0
2149;151110;9217;162;174;179;100;1239;1965;2071;4541;615;9816;14582;886.0;3880.0;641.0;326.0
2150;148341;8927;143;178;173;67;1094;2010;2001;3043;561;8148;12776;870.0;3758.0;571.0;272.0
2151;151005;9266;178;164;188;85;1361;1852;2175;3860;615;9248;14035;886.0;3901.0;536.0;321.0
2152;147859;8940;172;168;179;84;1315;1897;2071;3815;603;9098;13729;867.0;3764.0;774.0;313.0
2153;151453;9150;163;198;163;82;1247;2236;1885;3724;606;9092;13832;888.0;3852.0;596.0;300.0
2154;148258;8978;192;178;185;74;1468;2010;2140;3361;629;8979;13629;870.0;3780.0;777.0;346.0
2155;151180;9237;178;183;166;79;1361;2067;1920;3588;606;8936;13712;887.0;3889.0;730.0;309.0
2156;146505;8861;151;185;160;61;1155;2089;1851;2770;557;7865;12455;859.0;3731.0;588.0;301.0
2157;151006;9251;155;171;164;83;1185;1931;1897;3769;573;8782;13563;886.0;3895.0;657.0;287.0
2158;146999;8935;178;185;149;88;1361;2089;1724;3996;600;9170;13794;862.0;3762.0;708.0;321.0
2159;150067;9139;180;189;148;87;1377;2134;1712;3951;604;9174;13902;880.0;3848.0;681.0;329.0
2160;146083;8982;160;169;168;87;1224;1909;1943;3951;584;9027;13665;857.0;3781.0;567.0;295.0
2161;149426;8994;158;179;157;82;1208;2021;1816;3724;576;8769;13432;876.0;3787.0;737.0;296.0
2162;146430;9091;142;164;200;92;1086;1852;2313;4178;598;9429;14115;859.0;3827.0;462.0;302.0
2163;148217;9028;158;152;152;72;1208;1717;1758;3270;534;7953;12623;869.0;3801.0;638.0;290.0
2164;145760;8807;125;188;180;97;956;2123;2082;4405;590;9566;14129;855.0;3708.0;432.0;262.0
2165;147910;9002;158;182;196;90;1208;2055;2267;4087;626;9617;14274;867.0;3790.0;687.0;316.0
2166;145692;8825;143;165;176;89;1094;1863;2036;4042;573;9035;13604;854.0;3715.0;578.0;289.0
2167;147112;8903;176;197;160;92;1346;2225;1851;4178;625;9600;14211;863.0;3748.0;758.0;330.0
2168;146249;8729;159;160;154;89;1216;1807;1781;4042;562;8846;13379;858.0;3675.0;648.0;295.0
2169;147742;9063;184;182;175;90;1407;2055;2024;4087;631;9573;14256;867.0;3816.0;720.0;324.0
2170;144499;8836;153;182;151;73;1170;2055;1747;3315;559;8287;12854;847.0;3720.0;566.0;285.0
2171;147545;8926;152;158;142;89;1162;1784;1643;4042;541;8631;13254;865.0;3758.0;612.0;289.0
2172;144614;8884;155;176;152;86;1185;1988;1758;3906;569;8837;13425;848.0;3740.0;594.0;289.0
2173;147488;9066;156;199;188;96;1193;2247;2175;4360;639;9975;14657;865.0;3817.0;580.0;323.0
2174;144932;8889;179;185;165;80;1369;2089;1909;3633;609;9000;13592;850.0;3742.0;605.0;330.0
2175;147769;9139;184;187;155;86;1407;2112;1793;3906;612;9218;13933;867.0;3848.0;692.0;328.0
2176;145236;8862;140;211;170;79;1071;2383;1966;3588;600;9008;13591;852.0;3731.0;591.0;285.0
2177;147453;8981;171;172;160;78;1308;1942;1851;3542;581;8643;13289;865.0;3781.0;784.0;300.0
2178;145307;8911;157;174;160;91;1201;1965;1851;4133;582;9150;13754;852.0;3752.0;607.0;297.0
2179;146268;8885;120;176;173;77;918;1988;2001;3497;546;8404;13003;858.0;3741.0;441.0;268.0
2180;145083;8767;149;178;195;94;1139;2010;2256;4269;616;9674;14216;851.0;3691.0;562.0;320.0
2181;145331;8821;146;164;168;90;1116;1852;1943;4087;568;8998;13564;852.0;3714.0;622.0;277.0
2182;146617;8948;147;173;165;86;1124;1954;1909;3906;571;8893;13520;860.0;3767.0;629.0;283.0
2183;145444;8966;173;160;156;67;1323;1807;1805;3043;556;7978;12606;853.0;3775.0;764.0;302.0
2184;146485;8863;129;199;160;85;986;2247;1851;3860;573;8944;13534;859.0;3731.0;479.0;270.0
2185;145455;8831;162;165;157;80;1239;1863;1816;3633;564;8551;13122;853.0;3718.0;715.0;280.0
2186;147370;8887;155;174;171;76;1185;1965;1978;3451;576;8579;13184;864.0;3741.0;594.0;303.0
2187;146161;8903;157;161;174;86;1201;1818;2013;3906;578;8938;13543;857.0;3748.0;640.0;295.0
2188;147268;8884;155;172;163;99;1185;1942;1885;4496;589;9508;14112;864.0;3740.0;612.0;291.0
2189;146844;8891;147;180;168;93;1124;2033;1943;4224;588;9324;13928;861.0;3743.0;649.0;288.0
2190;147779;8875;140;179;156;78;1071;2021;1805;3542;553;8439;13042;867.0;3736.0;562.0;271.0
2191;147189;8780;144;139;161;86;1101;1570;1862;3906;530;8439;12998;863.0;3696.0;559.0;273.0
2192;147232;9007;161;167;171;73;1231;1886;1978;3315;572;8410;13066;864.0;3792.0;638.0;293.0
2193;148016;8952;155;160;163;72;1185;1807;1885;3270;550;8147;12784;868.0;3769.0;613.0;291.0
2194;145868;8754;143;183;145;96;1094;2067;1677;4360;567;9198;13739;856.0;3685.0;575.0;280.0
2195;148024;8982;181;176;148;84;1384;1988;1712;3815;589;8899;13548;868.0;3781.0;694.0;319.0
2196;147574;8761;159;177;153;86;1216;1999;1770;3906;575;8891;13445;866.0;3688.0;756.0;311.0
2197;147540;8996;171;184;179;85;1308;2078;2071;3860;619;9317;13969;865.0;3787.0;724.0;314.0
2198;146951;8939;147;158;156;86;1124;1784;1805;3906;547;8619;13244;862.0;3763.0;600.0;293.0
2199;148021;9105;180;161;161;80;1377;1818;1862;3633;582;8690;13391;868.0;3833.0;675.0;318.0
2200;146366;8712;153;177;149;84;1170;1999;1724;3815;563;8708;13234;858.0;3668.0;522.0;289.0
2201;148200;9073;149;189;147;79;1139;2134;1700;3588;564;8561;13250;869.0;3820.0;596.0;276.0
2202;145912;8735;153;164;135;93;1170;1852;1562;4224;545;8808;13341;856.0;3677.0;723.0;277.0
2203;147400;8969;144;195;154;83;1101;2202;1781;3769;576;8853;13494;865.0;3776.0;660.0;273.0
2204;146209;8768;141;169;160;81;1078;1909;1851;3679;551;8517;13066;858.0;3691.0;575.0;279.0
2205;148164;8971;150;159;170;95;1147;1796;1966;4314;574;9223;13869;869.0;3777.0;584.0;288.0
2206;146725;8947;180;152;151;87;1377;1717;1747;3951;570;8792;13420;861.0;3767.0;747.0;314.0
2207;148661;9067;165;179;183;86;1262;2021;2117;3906;613;9306;13995;872.0;3817.0;702.0;316.0
2208;146625;8921;173;173;164;69;1323;1954;1897;3134;579;8308;12924;860.0;3756.0;678.0;300.0
2209;147694;8780;133;173;163;103;1017;1954;1885;4678;572;9534;14096;866.0;3696.0;571.0;288.0
2210;146264;8824;167;175;146;80;1277;1976;1689;3633;568;8575;13148;858.0;3715.0;664.0;294.0
2211;146650;8833;166;170;174;76;1269;1920;2013;3451;586;8653;13232;860.0;3719.0;762.0;317.0
2212;145190;8982;168;148;150;101;1285;1671;1735;4587;567;9278;13911;852.0;3781.0;649.0;294.0
2213;146619;9099;151;180;171;89;1155;2033;1978;4042;591;9208;13899;860.0;3831.0;598.0;298.0
2214;144426;8779;162;179;157;96;1239;2021;1816;4360;594;9436;13979;847.0;3696.0;699.0;323.0
2215;146180;8987;153;197;170;81;1170;2225;1966;3679;601;9040;13681;857.0;3784.0;648.0;288.0
2216;143919;8853;147;185;185;99;1124;2089;2140;4496;616;9849;14420;844.0;3727.0;625.0;282.0
2217;146180;8985;153;190;164;84;1170;2146;1897;3815;591;9028;13668;857.0;3783.0;667.0;308.0
2218;143084;8706;148;176;172;87;1132;1988;1990;3951;583;9061;13565;839.0;3665.0;675.0;302.0
2219;146198;8825;139;177;164;97;1063;1999;1897;4405;577;9364;13936;857.0;3715.0;564.0;292.0
2220;144330;8816;146;169;159;81;1116;1909;1839;3679;555;8543;13101;846.0;3712.0;613.0;287.0
2221;146170;8988;171;185;148;76;1308;2089;1712;3451;580;8560;13201;857.0;3784.0;694.0;289.0
2222;144454;8819;140;194;148;94;1071;2191;1712;4269;576;9243;13803;847.0;3713.0;642.0;296.0
