Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;AsymtomaticCCRDiscovered
2114;1137671;13297;13185;0;359338;1854;147415;282;8608;298.0;282.0;134.0;193.0;156.0;97.0;478.0;282.0
2115;1137783;12576;13324;0;359118;1868;145379;313;8604;298.0;313.0;168.0;196.0;159.0;88.0;665.0;313.0
2116;1137035;14565;13148;0;358388;1869;147179;321;8636;273.0;321.0;160.0;181.0;176.0;77.0;793.0;321.0
2117;1138452;15029;13211;0;357736;1840;144816;302;8654;302.0;302.0;165.0;166.0;177.0;96.0;663.0;302.0
2118;1140270;13278;13156;0;358314;1817;146572;293;8608;298.0;293.0;153.0;177.0;174.0;87.0;631.0;293.0
2119;1140392;14175;13285;0;359696;1842;145235;288;8436;278.0;288.0;149.0;192.0;140.0;85.0;711.0;288.0
2120;1141282;13680;13097;0;360146;1829;147833;314;8628;291.0;314.0;155.0;160.0;195.0;95.0;524.0;314.0
2121;1141865;12984;13227;0;360077;1820;145559;293;8375;275.0;293.0;158.0;171.0;154.0;85.0;619.0;293.0
2122;1141622;13351;13326;0;358852;1846;147600;290;8668;305.0;290.0;161.0;169.0;173.0;92.0;614.0;290.0
2123;1141647;14693;12911;0;357935;1850;144653;292;8431;301.0;292.0;152.0;196.0;167.0;78.0;646.0;292.0
2124;1143429;12949;13342;0;358062;1824;146911;290;8846;284.0;290.0;162.0;169.0;152.0;91.0;556.0;290.0
2125;1143036;13556;12908;0;357386;1797;144629;308;8583;280.0;308.0;161.0;165.0;175.0;87.0;648.0;308.0
2126;1143684;13096;13130;0;356775;1805;146309;263;8643;292.0;263.0;145.0;173.0;153.0;84.0;518.0;263.0
2127;1143650;15137;13177;0;356487;1808;144066;299;8467;293.0;299.0;161.0;173.0;167.0;91.0;650.0;299.0
2128;1145610;14793;13137;0;355058;1796;146034;267;8608;275.0;267.0;148.0;166.0;143.0;85.0;632.0;267.0
2129;1147266;14613;13268;0;355351;1838;142798;278;8403;273.0;278.0;140.0;168.0;168.0;75.0;588.0;278.0
2130;1148611;14313;13187;0;354047;1834;146397;286;8457;296.0;286.0;153.0;185.0;149.0;95.0;580.0;286.0
2131;1149737;13722;13173;0;353872;1806;141797;249;8417;261.0;249.0;133.0;170.0;143.0;64.0;587.0;249.0
2132;1150286;14470;12980;0;354689;1859;146256;290;8629;315.0;290.0;163.0;208.0;160.0;74.0;661.0;290.0
2133;1151776;13638;13049;0;354663;1842;142592;283;8331;295.0;283.0;160.0;204.0;129.0;85.0;588.0;283.0
2134;1152365;15987;13472;0;354361;1828;146220;313;8611;305.0;313.0;158.0;199.0;175.0;86.0;692.0;313.0
2135;1154880;14522;13166;0;353699;1746;142433;268;8242;268.0;268.0;133.0;144.0;178.0;81.0;585.0;268.0
2136;1156236;14191;13210;0;354209;1805;145610;275;8483;289.0;275.0;147.0;175.0;151.0;91.0;484.0;275.0
2137;1157217;13701;13283;0;354101;1796;142937;275;8526;293.0;275.0;141.0;180.0;169.0;78.0;396.0;275.0
2138;1157635;14043;13114;0;354968;1806;145619;271;8606;304.0;271.0;145.0;165.0;190.0;75.0;593.0;271.0
2139;1158564;12653;13042;0;355369;1817;143625;289;8353;247.0;289.0;161.0;139.0;153.0;83.0;652.0;289.0
2140;1158175;14351;13353;0;355210;1834;145981;317;8499;293.0;317.0;169.0;184.0;180.0;77.0;675.0;317.0
2141;1159173;14088;13217;0;356218;1817;143524;331;8454;291.0;331.0;173.0;180.0;181.0;88.0;687.0;331.0
2142;1160044;14195;13005;0;356282;1801;146853;315;8667;268.0;315.0;157.0;158.0;170.0;98.0;710.0;315.0
2143;1161234;14042;13243;0;356839;1803;143482;277;8547;290.0;277.0;152.0;170.0;161.0;84.0;594.0;277.0
2144;1162033;13701;13061;0;356876;1779;147295;304;8551;291.0;304.0;163.0;179.0;173.0;80.0;628.0;304.0
2145;1162673;13222;13101;0;355561;1798;143565;284;8571;285.0;284.0;157.0;161.0;156.0;95.0;609.0;284.0
2146;1162794;14064;13103;0;355798;1784;146282;296;8530;276.0;296.0;156.0;170.0;167.0;79.0;585.0;296.0
2147;1163755;13951;13123;0;354384;1791;143704;274;8352;255.0;274.0;159.0;160.0;149.0;61.0;630.0;274.0
2148;1164583;15392;13105;0;355418;1833;145256;287;8614;291.0;287.0;146.0;171.0;182.0;79.0;646.0;287.0
2149;1166870;13468;13199;0;355790;1828;144491;306;8503;288.0;306.0;154.0;169.0;181.0;90.0;511.0;306.0
2150;1167139;14234;13056;0;356139;1830;145544;278;8491;268.0;278.0;156.0;165.0;166.0;59.0;596.0;278.0
2151;1168317;13132;13009;0;355692;1832;144737;302;8599;298.0;302.0;176.0;172.0;167.0;85.0;647.0;302.0
2152;1168440;13961;13053;0;356714;1849;145259;295;8458;285.0;295.0;159.0;177.0;170.0;74.0;673.0;295.0
2153;1169348;13396;12946;0;356091;1836;145620;296;8538;269.0;296.0;149.0;172.0;161.0;83.0;596.0;296.0
2154;1169798;13192;13156;0;355951;1878;144762;292;8445;312.0;292.0;160.0;192.0;174.0;78.0;780.0;292.0
2155;1169834;14808;13056;0;356530;1860;145554;301;8604;280.0;301.0;162.0;186.0;155.0;78.0;699.0;301.0
2156;1171586;13906;13074;0;358292;1821;145106;309;8486;280.0;309.0;161.0;178.0;172.0;78.0;595.0;309.0
2157;1172418;13165;13206;0;357839;1826;147075;302;8752;314.0;302.0;168.0;185.0;170.0;93.0;681.0;302.0
2158;1172377;14727;13100;0;358469;1806;144720;307;8488;296.0;307.0;163.0;186.0;156.0;98.0;738.0;307.0
2159;1174004;14495;13181;0;359086;1798;147553;288;8667;275.0;288.0;159.0;171.0;161.0;72.0;549.0;288.0
2160;1175318;13821;13188;0;359995;1808;145276;291;8643;268.0;291.0;174.0;154.0;149.0;82.0;714.0;291.0
2161;1175951;14152;13217;0;360547;1864;148240;349;8629;276.0;349.0;174.0;183.0;180.0;88.0;672.0;349.0
2162;1176886;13518;13094;0;359762;1841;145833;288;8756;286.0;288.0;149.0;167.0;175.0;83.0;594.0;288.0
2163;1177310;13758;13089;0;360096;1844;147530;318;8694;277.0;318.0;145.0;182.0;190.0;78.0;526.0;318.0
2164;1177979;13121;12926;0;358809;1875;146093;284;8564;294.0;284.0;156.0;185.0;139.0;98.0;687.0;284.0
2165;1178174;14596;12913;0;357310;1837;146578;285;8599;303.0;285.0;145.0;170.0;176.0;97.0;538.0;285.0
2166;1179857;13607;13145;0;358439;1835;144775;301;8482;303.0;301.0;152.0;173.0;184.0;95.0;679.0;301.0
2167;1180319;14764;13143;0;358811;1787;147444;257;8600;296.0;257.0;125.0;186.0;151.0;91.0;501.0;257.0
2168;1181940;14244;13086;0;358453;1789;145049;327;8354;281.0;327.0;175.0;185.0;165.0;83.0;580.0;327.0
2169;1183098;14091;13061;0;358409;1789;147266;278;8719;275.0;278.0;143.0;175.0;156.0;79.0;613.0;278.0
2170;1184128;13274;12948;0;358655;1796;145005;310;8567;291.0;310.0;178.0;191.0;148.0;84.0;695.0;310.0
2171;1184454;14836;13036;0;358985;1804;147503;298;8646;289.0;298.0;149.0;180.0;174.0;84.0;646.0;298.0
2172;1186254;13279;12878;0;357854;1768;145224;305;8637;246.0;305.0;156.0;158.0;151.0;86.0;555.0;305.0
2173;1186655;14540;12961;0;358688;1758;146536;284;8692;287.0;284.0;158.0;168.0;149.0;96.0;560.0;284.0
2174;1188234;13932;12941;0;358002;1828;145926;317;8601;310.0;317.0;163.0;202.0;172.0;90.0;668.0;317.0
2175;1189225;13274;12826;0;357608;1800;146003;288;8712;276.0;288.0;163.0;182.0;128.0;91.0;549.0;288.0
2176;1189673;14038;12821;0;356646;1823;145633;322;8596;278.0;322.0;166.0;195.0;167.0;72.0;602.0;322.0
2177;1190890;14308;12633;0;357609;1803;145240;294;8549;267.0;294.0;150.0;171.0;170.0;70.0;591.0;294.0
2178;1192565;13214;12896;0;358376;1791;146432;293;8684;290.0;293.0;159.0;153.0;192.0;79.0;623.0;293.0
2179;1192883;13489;12608;0;360080;1780;145859;292;8590;314.0;292.0;150.0;179.0;188.0;89.0;596.0;292.0
2180;1193764;13246;12639;0;361241;1711;147880;277;8620;249.0;277.0;141.0;165.0;141.0;79.0;598.0;277.0
2181;1194371;13559;12640;0;360307;1780;146731;314;8631;276.0;314.0;145.0;166.0;185.0;94.0;602.0;314.0
2182;1195290;14281;12575;0;360259;1779;147115;333;8707;265.0;333.0;162.0;172.0;173.0;91.0;685.0;333.0
2183;1196996;13983;12619;0;359692;1794;146673;318;8739;264.0;318.0;175.0;163.0;161.0;83.0;602.0;318.0
2184;1198360;13667;12451;0;360481;1783;146637;282;8613;278.0;282.0;157.0;177.0;158.0;68.0;734.0;282.0
2185;1199576;13187;12510;0;360576;1763;147299;283;8667;285.0;283.0;133.0;177.0;175.0;83.0;558.0;283.0
2186;1200253;13947;12617;0;359826;1772;146680;303;8552;245.0;303.0;166.0;155.0;145.0;82.0;619.0;303.0
2187;1201583;12562;12352;0;359686;1802;146721;300;8651;308.0;300.0;144.0;179.0;192.0;93.0;557.0;300.0
2188;1201793;14429;12746;0;360761;1749;146529;298;8536;260.0;298.0;164.0;150.0;163.0;81.0;688.0;298.0
2189;1203476;13486;12563;0;359835;1761;147515;286;8651;280.0;286.0;142.0;181.0;163.0;80.0;607.0;286.0
2190;1204399;14947;12662;0;360605;1737;145740;268;8474;277.0;268.0;140.0;165.0;159.0;81.0;609.0;268.0
2191;1206684;14390;12773;0;361892;1790;148093;290;8565;287.0;290.0;152.0;190.0;150.0;85.0;709.0;290.0
2192;1208301;13844;12798;0;361638;1786;146908;310;8690;273.0;310.0;159.0;154.0;172.0;98.0;571.0;310.0
2193;1209347;14083;13096;0;361149;1756;147877;288;8657;245.0;288.0;150.0;151.0;148.0;84.0;589.0;288.0
2194;1210334;13870;13249;0;361718;1813;146631;262;8511;272.0;262.0;144.0;166.0;150.0;74.0;610.0;262.0
2195;1210955;14572;13287;0;361262;1850;148392;297;8693;319.0;297.0;170.0;194.0;151.0;101.0;743.0;297.0
2196;1212240;13448;13103;0;360838;1775;146374;318;8391;288.0;318.0;168.0;191.0;154.0;93.0;615.0;318.0
2197;1212585;14229;13522;0;361601;1749;148042;312;8708;269.0;312.0;170.0;151.0;161.0;99.0;811.0;312.0
2198;1213292;13258;13626;0;362426;1725;146906;310;8628;291.0;310.0;166.0;191.0;174.0;70.0;660.0;310.0
2199;1212924;14039;13564;0;362031;1741;148761;293;8835;255.0;293.0;150.0;154.0;158.0;86.0;579.0;293.0
2200;1213399;13786;13696;0;362570;1751;146480;299;8420;264.0;299.0;163.0;165.0;140.0;95.0;631.0;299.0
2201;1213489;14718;13857;0;362857;1786;149284;295;8885;274.0;295.0;153.0;179.0;153.0;84.0;628.0;295.0
2202;1214350;13814;13873;0;363620;1775;146771;295;8492;280.0;295.0;151.0;191.0;157.0;76.0;658.0;295.0
2203;1214291;14366;13774;0;363456;1750;149954;292;8858;273.0;292.0;141.0;172.0;178.0;74.0;621.0;292.0
2204;1214883;14043;13869;0;361807;1775;146657;288;8511;265.0;288.0;154.0;181.0;138.0;80.0;539.0;288.0
2205;1215057;13822;13542;0;361488;1777;148642;294;8708;274.0;294.0;160.0;152.0;170.0;86.0;556.0;294.0
2206;1215337;13052;13798;0;361361;1822;146403;302;8612;281.0;302.0;158.0;174.0;156.0;95.0;656.0;302.0
2207;1214591;13471;13911;0;360672;1808;148473;297;8739;277.0;297.0;163.0;169.0;165.0;77.0;725.0;297.0
2208;1214151;14330;13756;0;360068;1812;145781;310;8554;297.0;310.0;147.0;183.0;160.0;117.0;517.0;310.0
2209;1214725;14338;13913;0;361109;1793;147985;319;8507;263.0;319.0;188.0;166.0;158.0;70.0;847.0;319.0
2210;1215150;13689;13897;0;359583;1758;146593;292;8540;277.0;292.0;155.0;175.0;160.0;79.0;764.0;292.0
2211;1214942;13070;13815;0;359258;1785;146694;303;8512;288.0;303.0;165.0;180.0;159.0;87.0;701.0;303.0
2212;1214197;12623;14020;0;359565;1785;146368;289;8760;295.0;289.0;144.0;176.0;185.0;79.0;688.0;289.0
2213;1212800;13987;13813;0;359208;1789;147020;278;8817;279.0;278.0;160.0;157.0;153.0;87.0;658.0;278.0
2214;1212974;13924;14029;0;359022;1768;146061;300;8539;268.0;300.0;147.0;180.0;163.0;78.0;623.0;300.0
2215;1212869;12836;14095;0;360751;1803;146837;314;8735;244.0;314.0;170.0;147.0;150.0;91.0;766.0;314.0
2216;1211610;14188;14022;0;361242;1833;147486;309;8790;282.0;309.0;152.0;186.0;170.0;83.0;642.0;309.0
2217;1211776;15867;13874;0;361296;1817;147357;302;8751;313.0;302.0;159.0;186.0;188.0;82.0;738.0;302.0
2218;1213769;13724;14021;0;361685;1842;147461;310;8679;278.0;310.0;152.0;176.0;167.0;93.0;661.0;310.0
2219;1213472;13010;14118;0;361877;1805;147653;275;8630;275.0;275.0;150.0;163.0;161.0;76.0;628.0;275.0
2220;1212364;13929;13805;0;361295;1852;147584;299;8720;284.0;299.0;148.0;181.0;160.0;94.0;598.0;299.0
2221;1212488;13359;14127;0;362245;1817;147063;293;8752;260.0;293.0;131.0;162.0;179.0;81.0;608.0;293.0
2222;1211720;14911;14116;0;361409;1848;148350;306;8729;304.0;306.0;165.0;195.0;157.0;93.0;745.0;306.0
